Pos,No,Driver,Car,Time
1,1,Mika HakkinenHAK,McLaren Mercedes,1:10.954
2,2,David CoulthardCOU,McLaren Mercedes,1:11.153
3,4,Eddie IrvineIRV,Ferrari,1:11.973
4,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:12.266
5,16,Rubens BarrichelloBAR,Stewart Ford,1:12.342
6,17,Johnny HerbertHER,Stewart Ford,1:12.488
7,3,Mika SaloSAL,Ferrari,1:12.514
8,6,Ralf SchumacherRSC,Williams Supertec,1:12.515
9,22,Jacques VilleneuveVIL,BAR Supertec,1:12.833
10,10,Alexander WurzWUR,Benetton Playlife,1:12.850
11,7,Damon HillHIL,Jordan Mugen Honda,1:12.901
12,9,Giancarlo FisichellaFIS,Benetton Playlife,1:12.924
13,19,Jarno TrulliTRU,Prost Peugeot,1:12.999
14,5,Alessandro ZanardiZAN,Williams Supertec,1:13.101
15,23,Ricardo ZontaZON,BAR Supertec,1:13.172
16,12,Pedro DinizDIN,Sauber Petronas,1:13.223
17,11,Jean AlesiALE,Sauber Petronas,1:13.226
18,18,Olivier PanisPAN,Prost Peugeot,1:13.457
19,20,Luca BadoerBAD,Minardi Ford,1:13.606
20,15,Toranosuke TakagiTAK,Arrows,1:13.641
21,14,Pedro de la RosaDLR,Arrows,1:14.139
22,21,Marc GeneGEN,Minardi Ford,1:14.363
