Pos,No,Driver,Car,Time
1,1,Mika HakkinenHAK,McLaren Mercedes,1:16.568
2,2,David CoulthardCOU,McLaren Mercedes,1:16.715
3,16,Rubens BarrichelloBAR,Stewart Ford,1:17.305
4,3,Michael SchumacherMSC,Ferrari,1:17.578
5,9,Giancarlo FisichellaFIS,Benetton Playlife,1:17.810
6,4,Eddie IrvineIRV,Ferrari,1:17.843
7,7,Damon HillHIL,Jordan Mugen Honda,1:17.884
8,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:17.902
9,10,Alexander WurzWUR,Benetton Playlife,1:18.334
10,17,Johnny HerbertHER,Stewart Ford,1:18.374
11,6,Ralf SchumacherRSC,Williams Supertec,1:18.506
12,18,Olivier PanisPAN,Prost Peugeot,1:18.636
13,19,Jarno TrulliTRU,Prost Peugeot,1:18.684
14,11,Jean AlesiALE,Sauber Petronas,1:18.716
15,12,Pedro DinizDIN,Sauber Petronas,1:19.194
16,5,Alessandro ZanardiZAN,Williams Supertec,1:19.452
17,20,Stephane SarrazinSAR,Minardi Ford,1:20.016
18,14,Pedro de la RosaDLR,Arrows,1:20.075
19,15,Toranosuke TakagiTAK,Arrows,1:20.096
20,21,Marc GeneGEN,Minardi Ford,1:20.710
21,22,Jacques VilleneuveVIL,BAR Supertec,
