Pos,No,Driver,Car,Time
1,1,Mika HakkinenHAK,McLaren Mercedes,1:18.156
2,4,Eddie IrvineIRV,Ferrari,1:18.263
3,2,David CoulthardCOU,McLaren Mercedes,1:18.384
4,9,Giancarlo FisichellaFIS,Benetton Playlife,1:18.515
5,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:18.664
6,7,Damon HillHIL,Jordan Mugen Honda,1:18.667
7,10,Alexander WurzWUR,Benetton Playlife,1:18.733
8,16,Rubens BarrichelloBAR,Stewart Ford,1:19.095
9,22,Jacques VilleneuveVIL,BAR Supertec,1:19.127
10,17,Johnny HerbertHER,Stewart Ford,1:19.389
11,11,Jean AlesiALE,Sauber Petronas,1:19.390
12,12,Pedro DinizDIN,Sauber Petronas,1:19.782
13,19,Jarno TrulliTRU,Prost Peugeot,1:19.788
14,18,Olivier PanisPAN,Prost Peugeot,1:19.841
15,5,Alessandro ZanardiZAN,Williams Supertec,1:19.924
16,6,Ralf SchumacherRSC,Williams Supertec,1:19.945
17,23,Ricardo ZontaZON,BAR Supertec,1:20.060
18,3,Mika SaloSAL,Ferrari,1:20.369
19,20,Luca BadoerBAD,Minardi Ford,1:20.961
20,14,Pedro de la RosaDLR,Arrows,1:21.328
21,15,Toranosuke TakagiTAK,Arrows,1:21.675
22,21,Marc GeneGEN,Minardi Ford,1:21.867
