Pos,No,Driver,Car,Time
1,3,Michael SchumacherMSC,Ferrari,1:37.470
2,1,Mika HakkinenHAK,McLaren Mercedes,1:37.820
3,2,David CoulthardCOU,McLaren Mercedes,1:38.239
4,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:38.696
5,4,Eddie IrvineIRV,Ferrari,1:38.975
6,18,Olivier PanisPAN,Prost Peugeot,1:39.623
7,19,Jarno TrulliTRU,Prost Peugeot,1:39.644
8,17,Johnny HerbertHER,Stewart Ford,1:39.706
9,6,Ralf SchumacherRSC,Williams Supertec,1:39.717
10,11,Jean AlesiALE,Sauber Petronas,1:39.721
11,22,Jacques VilleneuveVIL,BAR Supertec,1:39.732
12,7,Damon HillHIL,Jordan Mugen Honda,1:40.140
13,16,Rubens BarrichelloBAR,Stewart Ford,1:40.140
14,9,Giancarlo FisichellaFIS,Benetton Playlife,1:40.261
15,10,Alexander WurzWUR,Benetton Playlife,1:40.303
16,5,Alessandro ZanardiZAN,Williams Supertec,1:40.403
17,12,Pedro DinizDIN,Sauber Petronas,1:40.740
18,23,Ricardo ZontaZON,BAR Supertec,1:40.861
19,15,Toranosuke TakagiTAK,Arrows,1:41.067
20,21,Marc GeneGEN,Minardi Ford,1:41.529
21,14,Pedro de la RosaDLR,Arrows,1:41.708
22,20,Luca BadoerBAD,Minardi Ford,1:42.515
