Pos,No,Driver,Car,Laps,Time/retired,Pts
1,32,Jackie StewartSTE,BRM,76,2:04:52.800,9
2,30,Graham HillHIL,BRM,76,+3.300s,6
3,12,Dan GurneyGUR,Brabham Climax,76,+16.500s,4
4,4,Lorenzo BandiniBAN,Ferrari,76,+75.900s,3
5,16,Bruce McLarenMCL,Cooper Climax,75,+1 lap,2
6,40,Richard AttwoodATT,Lotus BRM,75,+1 lap,1
7,42,Jo BonnierBON,Brabham Climax,74,+2 laps,0
8,18,Jochen RindtRIN,Cooper Climax,74,+2 laps,0
9,38,Innes IrelandIRE,Lotus BRM,74,+2 laps,0
10,24,Jim ClarkCLA,Lotus Climax,63,DNF,0
11,26,Mike SpenceSPE,Lotus Climax,62,DNF,0
12,6,Nino VaccarellaVAC,Ferrari,58,DNF,0
13,50,Roberto BussinelloBUS,BRM,58,DNF,0
14,20,Richie GintherGIN,Honda,56,DNF,0
NC,14,Denny HulmeHUL,Brabham Climax,46,DNF,0
NC,46,Frank GardnerGAR,Brabham BRM,45,DNF,0
NC,44,Jo SiffertSIF,Brabham BRM,43,DNF,0
NC,28,Giacomo RussoRUS,Lotus Climax,37,DNF,0
NC,8,John SurteesSUR,Ferrari,34,DNF,0
NC,22,Ronnie BucknumBUC,Honda,27,DNF,0
NC,48,Masten GregoryGRE,BRM,22,DNF,0
NC,10,Giancarlo BaghettiBAG,Brabham Climax,12,DNF,0
NC,52,Giorgio BassiBAS,BRM,8,DNF,0
