Pos,No,Driver,Car,Laps,Time/retired,Pts
1,11,Richie GintherGIN,Honda,65,2:08:32.100,9
2,8,Dan GurneyGUR,Brabham Climax,65,+2.890s,6
3,6,Mike SpenceSPE,Lotus Climax,65,+60.150s,4
4,16,Jo SiffertSIF,Brabham BRM,65,+114.420s,3
5,12,Ronnie BucknumBUC,Honda,64,+1 lap,2
6,21,Richard AttwoodATT,Lotus BRM,64,+1 lap,1
7,14,Pedro RodriguezROD,Ferrari,62,+3 laps,0
8,2,Lorenzo BandiniBAN,Ferrari,62,+3 laps,0
NC,3,Graham HillHIL,BRM,56,DNF,0
NC,18,Moises SolanaSOL,Lotus Climax,55,DNF,0
NC,15,Jo BonnierBON,Brabham Climax,43,DNF,0
NC,10,Jochen RindtRIN,Cooper Climax,39,DNF,0
NC,7,Jack BrabhamBRA,Brabham Climax,38,DNF,0
NC,4,Jackie StewartSTE,BRM,35,DNF,0
NC,22,Bob BondurantBON,Lotus BRM,29,DNF,0
NC,9,Bruce McLarenMCL,Cooper Climax,25,DNF,0
NC,5,Jim ClarkCLA,Lotus Climax,8,DNF,0
