Pos,No,Driver,Car,Laps,Time/retired,Pts
1,20,Jody ScheckterSCH,Wolf Ford,53,1:40:11.190,9
2,8,Carlos PacePAC,Brabham Alfa Romeo,53,+43.240s,6
3,12,Carlos ReutemannREU,Ferrari,53,+46.020s,4
4,28,Emerson FittipaldiFIT,Fittipaldi Ford,53,+55.480s,3
5,5,Mario AndrettiAND,Lotus Ford,51,DNF,2
6,22,Clay RegazzoniREG,Ensign Ford,51,+2 laps,1
7,19,Vittorio BrambillaBRA,Surtees Ford,48,DNF,0
NC,10,Ian ScheckterSCH,March Ford,45,DNF,0
NC,16,Tom PrycePRY,Shadow Ford,45,+8 laps,0
NC,7,John WatsonWAT,Brabham Alfa Romeo,41,DNF,0
NC,9,Alex RibeiroRIB,March Ford,39,DNF,0
NC,26,Jacques LaffiteLAF,Ligier Matra,37,+16 laps,0
NC,4,Patrick DepaillerDEP,Tyrrell Ford,32,DNF,0
NC,1,James HuntHUN,McLaren Ford,31,DNF,0
NC,2,Jochen MassMAS,McLaren Ford,28,DNF,0
NC,3,Ronnie PetersonPET,Tyrrell Ford,28,DNF,0
NC,29,Ingo HoffmanHOF,Fittipaldi Ford,22,DNF,0
NC,11,Niki LaudaLAU,Ferrari,20,DNF,0
NC,18,Hans BinderBIN,Surtees Ford,18,DNF,0
NC,17,Renzo ZorziZOR,Shadow Ford,2,DNF,0
