Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Mario AndrettiAND,Lotus Ford,52,1:27:50.300,9
2,11,Niki LaudaLAU,Ferrari,52,+16.960s,6
3,17,Alan  JonesJON,Shadow Ford,52,+23.630s,4
4,2,Jochen MassMAS,McLaren Ford,52,+28.480s,3
5,22,Clay RegazzoniREG,Ensign Ford,52,+31.110s,2
6,3,Ronnie PetersonPET,Tyrrell Ford,52,+79.220s,1
7,27,Patrick NeveNEV,,50,+2 laps,0
8,26,Jacques LaffiteLAF,Ligier Matra,50,+2 laps,0
9,24,Rupert KeeganKEE,Hesketh Ford,48,+4 laps,0
NC,10,Ian ScheckterSCH,March Ford,41,DNF,0
NC,12,Carlos ReutemannREU,Ferrari,39,DNF,0
NC,14,Bruno GiacomelliGIA,McLaren Ford,38,DNF,0
NC,16,Riccardo PatresePAT,Shadow Ford,38,DNF,0
NC,8,Hans-Joachim StuckSTU,Brabham Alfa Romeo,31,DNF,0
NC,1,James HuntHUN,McLaren Ford,26,DNF,0
NC,4,Patrick DepaillerDEP,Tyrrell Ford,24,DNF,0
NC,20,Jody ScheckterSCH,Wolf Ford,23,DNF,0
NC,15,Jean-Pierre JabouilleJAB,Renault,23,DNF,0
NC,34,Jean-Pierre JarierJAR,Penske Ford,19,DNF,0
NC,23,Patrick TambayTAM,Ensign Ford,8,DNF,0
NC,19,Vittorio BrambillaBRA,Surtees Ford,5,DNF,0
NC,30,Brett LungerLUN,McLaren Ford,4,DNF,0
NC,6,Gunnar NilssonNIL,Lotus Ford,4,DNF,0
NC,7,John WatsonWAT,Brabham Alfa Romeo,3,DNF,0
