Pos,No,Driver,Car,Laps,Time/retired,Pts
1,17,Alan  JonesJON,Shadow Ford,54,1:37:16.490,9
2,11,Niki LaudaLAU,Ferrari,54,+20.130s,6
3,8,Hans-Joachim StuckSTU,Brabham Alfa Romeo,54,+34.500s,4
4,12,Carlos ReutemannREU,Ferrari,54,+34.750s,3
5,3,Ronnie PetersonPET,Tyrrell Ford,54,+62.090s,2
6,2,Jochen MassMAS,McLaren Ford,53,+1 lap,1
7,24,Rupert KeeganKEE,Hesketh Ford,53,+1 lap,0
8,7,John WatsonWAT,Brabham Alfa Romeo,53,+1 lap,0
9,27,Patrick NeveNEV,,53,+1 lap,0
10,30,Brett LungerLUN,McLaren Ford,53,+1 lap,0
11,28,Emerson FittipaldiFIT,Fittipaldi Ford,53,+1 lap,0
12,33,Hans BinderBIN,Penske Ford,53,+1 lap,0
13,4,Patrick DepaillerDEP,Tyrrell Ford,53,+1 lap,0
14,34,Jean-Pierre JarierJAR,Penske Ford,52,+2 laps,0
15,19,Vittorio BrambillaBRA,Surtees Ford,52,+2 laps,0
16,18,Vern SchuppanSCH,Surtees Ford,52,+2 laps,0
17,36,Emilio de VillotaDEV,McLaren Ford,50,DNF,0
NC,20,Jody ScheckterSCH,Wolf Ford,45,DNF,0
NC,1,James HuntHUN,McLaren Ford,43,DNF,0
NC,23,Patrick TambayTAM,Ensign Ford,41,DNF,0
NC,6,Gunnar NilssonNIL,Lotus Ford,38,DNF,0
NC,16,Arturo MerzarioMER,Shadow Ford,29,DNF,0
NC,26,Jacques LaffiteLAF,Ligier Matra,21,DNF,0
NC,5,Mario AndrettiAND,Lotus Ford,11,DNF,0
NC,10,Ian ScheckterSCH,March Ford,2,DNF,0
NC,22,Clay RegazzoniREG,Ensign Ford,0,DNF,0
