Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:25.096,,44
2,2,Rubens BarrichelloBAR,Ferrari,1:25.372,+0.276s,38
3,5,Ralf SchumacherRSC,Williams BMW,1:25.829,+0.733s,43
4,3,Mika HakkinenHAK,McLaren Mercedes,1:26.341,+1.245s,28
5,9,Olivier PanisPAN,BAR Honda,1:26.535,+1.439s,43
6,17,Kimi RäikkönenRAI,Sauber Petronas,1:26.552,+1.456s,41
7,18,Eddie IrvineIRV,Jaguar Cosworth,1:26.599,+1.503s,41
8,10,Jacques VilleneuveVIL,BAR Honda,1:26.739,+1.643s,35
9,12,Jarno TrulliTRU,Jordan Honda,1:26.923,+1.827s,46
10,19,Luciano BurtiBUR,Jaguar Cosworth,1:26.933,+1.837s,43
11,4,David CoulthardCOU,McLaren Mercedes,1:27.132,+2.036s,24
12,16,Nick HeidfeldHEI,Sauber Petronas,1:27.142,+2.046s,40
13,11,Heinz-Harald FrentzenFRE,Jordan Honda,1:27.406,+2.310s,44
14,22,Jean AlesiALE,Prost Acer,1:27.437,+2.341s,37
15,7,Giancarlo FisichellaFIS,Benetton Renault,1:28.322,+3.226s,39
16,23,Gaston MazzacaneMAZ,Prost Acer,1:28.586,+3.490s,38
17,8,Jenson ButtonBUT,Benetton Renault,1:28.902,+3.806s,39
18,21,Fernando AlonsoALO,Minardi European,1:28.931,+3.835s,20
19,15,Enrique BernoldiBER,Arrows Asiatech,1:29.273,+4.177s,39
20,20,Tarso MarquesMAR,Minardi European,1:29.589,+4.493s,33
21,14,Jos VerstappenVER,Arrows Asiatech,1:29.750,+4.654s,7
22,6,Juan Pablo MontoyaMOY,Williams BMW,1:39.812,+14.716s,19
