Pos,No,Driver,Car,Time,Gap,Laps
1,18,Eddie IrvineIRV,Jaguar Cosworth,1:41.424,,32
2,6,Juan Pablo MontoyaMOY,Williams BMW,1:41.487,+0.063s,43
3,3,Mika HakkinenHAK,McLaren Mercedes,1:41.949,+0.525s,29
4,2,Rubens BarrichelloBAR,Ferrari,1:41.953,+0.529s,22
5,1,Michael SchumacherMSC,Ferrari,1:42.255,+0.831s,35
6,19,Pedro de la RosaDLR,Jaguar Cosworth,1:42.302,+0.878s,39
7,4,David CoulthardCOU,McLaren Mercedes,1:42.304,+0.880s,31
8,22,Jean AlesiALE,Prost Acer,1:42.828,+1.404s,35
9,12,Jarno TrulliTRU,Jordan Honda,1:42.941,+1.517s,34
10,5,Ralf SchumacherRSC,Williams BMW,1:42.987,+1.563s,18
11,7,Giancarlo FisichellaFIS,Benetton Renault,1:43.014,+1.590s,33
12,16,Nick HeidfeldHEI,Sauber Petronas,1:43.211,+1.787s,37
13,11,Ricardo ZontaZON,Jordan Honda,1:43.461,+2.037s,36
14,9,Olivier PanisPAN,BAR Honda,1:43.487,+2.063s,33
15,8,Jenson ButtonBUT,Benetton Renault,1:43.496,+2.072s,30
16,17,Kimi RäikkönenRAI,Sauber Petronas,1:43.528,+2.104s,26
17,10,Jacques VilleneuveVIL,BAR Honda,1:43.815,+2.391s,36
18,14,Jos VerstappenVER,Arrows Asiatech,1:44.143,+2.719s,22
19,23,Luciano BurtiBUR,Prost Acer,1:44.162,+2.738s,39
20,15,Enrique BernoldiBER,Arrows Asiatech,1:44.549,+3.125s,24
21,21,Fernando AlonsoALO,Minardi European,1:44.730,+3.306s,27
22,20,Tarso MarquesMAR,Minardi European,1:45.005,+3.581s,33
