Pos,No,Driver,Car,Time,Gap,Laps
1,4,David CoulthardCOU,McLaren Mercedes,1:20.107,,37
2,18,Eddie IrvineIRV,Jaguar Cosworth,1:20.615,+0.508s,27
3,2,Rubens BarrichelloBAR,Ferrari,1:20.823,+0.716s,27
4,9,Olivier PanisPAN,BAR Honda,1:20.826,+0.719s,28
5,1,Michael SchumacherMSC,Ferrari,1:20.880,+0.773s,41
6,3,Mika HakkinenHAK,McLaren Mercedes,1:20.894,+0.787s,26
7,19,Pedro de la RosaDLR,Jaguar Cosworth,1:21.184,+1.077s,38
8,5,Ralf SchumacherRSC,Williams BMW,1:21.259,+1.152s,33
9,10,Jacques VilleneuveVIL,BAR Honda,1:21.401,+1.294s,23
10,12,Jarno TrulliTRU,Jordan Honda,1:21.647,+1.540s,28
11,17,Kimi RäikkönenRAI,Sauber Petronas,1:21.786,+1.679s,31
12,16,Nick HeidfeldHEI,Sauber Petronas,1:21.808,+1.701s,34
13,6,Juan Pablo MontoyaMOY,Williams BMW,1:22.020,+1.913s,24
14,11,Heinz-Harald FrentzenFRE,Jordan Honda,1:22.221,+2.114s,22
15,22,Jean AlesiALE,Prost Acer,1:22.843,+2.736s,30
16,15,Enrique BernoldiBER,Arrows Asiatech,1:22.888,+2.781s,40
17,14,Jos VerstappenVER,Arrows Asiatech,1:22.962,+2.855s,37
18,7,Giancarlo FisichellaFIS,Benetton Renault,1:22.971,+2.864s,38
19,8,Jenson ButtonBUT,Benetton Renault,1:23.201,+3.094s,33
20,21,Fernando AlonsoALO,Minardi European,1:23.801,+3.694s,44
21,23,Luciano BurtiBUR,Prost Acer,1:23.885,+3.778s,41
22,20,Tarso MarquesMAR,Minardi European,1:25.540,+5.433s,22
