Pos,No,Driver,Car,Time,Gap,Laps
1,4,David CoulthardCOU,McLaren Mercedes,1:15.220,,37
2,12,Jarno TrulliTRU,Jordan Honda,1:16.224,+1.004s,42
3,1,Michael SchumacherMSC,Ferrari,1:16.598,+1.378s,37
4,6,Juan Pablo MontoyaMOY,Williams BMW,1:16.851,+1.631s,43
5,3,Mika HakkinenHAK,McLaren Mercedes,1:16.882,+1.662s,39
6,5,Ralf SchumacherRSC,Williams BMW,1:16.929,+1.709s,22
7,2,Rubens BarrichelloBAR,Ferrari,1:16.994,+1.774s,23
8,11,Heinz-Harald FrentzenFRE,Jordan Honda,1:17.072,+1.852s,36
9,16,Nick HeidfeldHEI,Sauber Petronas,1:17.102,+1.882s,41
10,18,Eddie IrvineIRV,Jaguar Cosworth,1:17.295,+2.075s,35
11,19,Luciano BurtiBUR,Jaguar Cosworth,1:17.430,+2.210s,47
12,9,Olivier PanisPAN,BAR Honda,1:17.432,+2.212s,40
13,10,Jacques VilleneuveVIL,BAR Honda,1:17.455,+2.235s,40
14,22,Jean AlesiALE,Prost Acer,1:17.518,+2.298s,43
15,17,Kimi RäikkönenRAI,Sauber Petronas,1:17.712,+2.492s,38
16,14,Jos VerstappenVER,Arrows Asiatech,1:17.792,+2.572s,32
17,7,Giancarlo FisichellaFIS,Benetton Renault,1:18.096,+2.876s,33
18,21,Fernando AlonsoALO,Minardi European,1:18.222,+3.002s,40
19,15,Enrique BernoldiBER,Arrows Asiatech,1:18.233,+3.013s,38
20,23,Gaston MazzacaneMAZ,Prost Acer,1:18.269,+3.049s,40
21,20,Tarso MarquesMAR,Minardi European,1:19.005,+3.785s,35
22,8,Jenson ButtonBUT,Benetton Renault,1:19.585,+4.365s,24
