Pos,No,Driver,Car,Time,Gap,Laps
1,3,Mika HakkinenHAK,McLaren Mercedes,1:17.672,,34
2,4,David CoulthardCOU,McLaren Mercedes,1:18.086,+0.414s,40
3,18,Eddie IrvineIRV,Jaguar Cosworth,1:18.508,+0.836s,42
4,2,Rubens BarrichelloBAR,Ferrari,1:18.570,+0.898s,42
5,6,Juan Pablo MontoyaMOY,Williams BMW,1:18.639,+0.967s,49
6,5,Ralf SchumacherRSC,Williams BMW,1:18.641,+0.969s,44
7,16,Nick HeidfeldHEI,Sauber Petronas,1:18.967,+1.295s,40
8,12,Jarno TrulliTRU,Jordan Honda,1:18.990,+1.318s,48
9,11,Heinz-Harald FrentzenFRE,Jordan Honda,1:19.057,+1.385s,39
10,9,Olivier PanisPAN,BAR Honda,1:19.102,+1.430s,47
11,1,Michael SchumacherMSC,Ferrari,1:19.166,+1.494s,33
12,22,Jean AlesiALE,Prost Acer,1:19.209,+1.537s,38
13,17,Kimi RäikkönenRAI,Sauber Petronas,1:19.427,+1.755s,32
14,19,Pedro de la RosaDLR,Jaguar Cosworth,1:19.707,+2.035s,42
15,7,Giancarlo FisichellaFIS,Benetton Renault,1:20.364,+2.692s,44
16,14,Jos VerstappenVER,Arrows Asiatech,1:20.561,+2.889s,24
17,15,Enrique BernoldiBER,Arrows Asiatech,1:21.259,+3.587s,31
18,23,Luciano BurtiBUR,Prost Acer,1:21.280,+3.608s,46
19,10,Jacques VilleneuveVIL,BAR Honda,1:21.916,+4.244s,13
20,21,Fernando AlonsoALO,Minardi European,1:22.206,+4.534s,21
21,8,Jenson ButtonBUT,Benetton Renault,1:22.766,+5.094s,26
22,20,Tarso MarquesMAR,Minardi European,1:25.415,+7.743s,6
