Pos,No,Driver,Car,Time,Gap,Laps
1,3,Mika HakkinenHAK,McLaren Mercedes,1:19.853,,38
2,1,Michael SchumacherMSC,Ferrari,1:20.316,+0.463s,46
3,5,Ralf SchumacherRSC,Williams BMW,1:20.938,+1.085s,45
4,2,Rubens BarrichelloBAR,Ferrari,1:20.959,+1.106s,44
5,12,Jarno TrulliTRU,Jordan Honda,1:21.048,+1.195s,47
6,4,David CoulthardCOU,McLaren Mercedes,1:21.091,+1.238s,33
7,11,Heinz-Harald FrentzenFRE,Jordan Honda,1:21.505,+1.652s,46
8,22,Jean AlesiALE,Prost Acer,1:21.935,+2.082s,40
9,10,Jacques VilleneuveVIL,BAR Honda,1:22.010,+2.157s,43
10,6,Juan Pablo MontoyaMOY,Williams BMW,1:22.035,+2.182s,31
11,7,Giancarlo FisichellaFIS,Benetton Renault,1:22.214,+2.361s,28
12,18,Eddie IrvineIRV,Jaguar Cosworth,1:22.302,+2.449s,35
13,17,Kimi RäikkönenRAI,Sauber Petronas,1:22.800,+2.947s,45
14,16,Nick HeidfeldHEI,Sauber Petronas,1:22.807,+2.954s,44
15,14,Jos VerstappenVER,Arrows Asiatech,1:23.409,+3.556s,41
16,9,Olivier PanisPAN,BAR Honda,1:23.662,+3.809s,26
17,8,Jenson ButtonBUT,Benetton Renault,1:24.026,+4.173s,24
18,15,Enrique BernoldiBER,Arrows Asiatech,1:24.105,+4.252s,42
19,23,Luciano BurtiBUR,Prost Acer,1:24.857,+5.004s,51
20,20,Tarso MarquesMAR,Minardi European,1:25.920,+6.067s,36
21,21,Fernando AlonsoALO,Minardi European,1:26.393,+6.540s,30
22,19,Pedro de la RosaDLR,Jaguar Cosworth,1:27.316,+7.463s,9
