Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,33,Max VerstappenVER,Red Bull Racing Honda,1:35.993,1:35.641,1:35.246,19
2,77,Valtteri BottasBOT,Mercedes,1:35.699,1:35.527,1:35.271,18
3,44,Lewis HamiltonHAM,Mercedes,1:35.528,1:35.466,1:35.332,20
4,4,Lando NorrisNOR,McLaren Renault,1:36.016,1:35.849,1:35.497,17
5,23,Alexander AlbonALB,Red Bull Racing Honda,1:36.106,1:35.654,1:35.571,15
6,55,Carlos SainzSAI,McLaren Renault,1:36.517,1:36.192,1:35.815,14
7,26,Daniil KvyatKVY,AlphaTauri Honda,1:36.459,1:36.214,1:35.963,20
8,18,Lance StrollSTR,Racing Point BWT Mercedes,1:36.502,1:36.143,1:36.046,15
9,16,Charles LeclercLEC,Ferrari,1:35.881,1:35.932,1:36.065,20
10,10,Pierre GaslyGAS,AlphaTauri Honda,1:36.545,1:36.282,1:36.242,20
11,31,Esteban OconOCO,Renault,1:36.783,1:36.359,,12
12,3,Daniel RicciardoRIC,Renault,1:36.704,1:36.406,,9
13,5,Sebastian VettelVET,Ferrari,1:36.655,1:36.631,,12
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:37.075,1:38.248,,12
15,11,Sergio PerezPER,Racing Point BWT Mercedes,1:36.034,DNS,,4
16,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:37.555,,,6
17,20,Kevin MagnussenMAG,Haas Ferrari,1:37.863,,,9
18,63,George RussellRUS,Williams Mercedes,1:38.045,,,8
19,51,Pietro FittipaldiFIT,Haas Ferrari,1:38.173,,,9
20,6,Nicholas LatifiLAT,Williams Mercedes,1:38.443,,,7
