Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:19.514,1:19.092,1:18.887,18
2,77,Valtteri BottasBOT,Mercedes,1:19.786,1:18.952,1:18.956,18
3,55,Carlos SainzSAI,McLaren Renault,1:20.099,1:19.705,1:19.695,16
4,11,Sergio PerezPER,Racing Point BWT Mercedes,1:20.048,1:19.718,1:19.720,17
5,33,Max VerstappenVER,Red Bull Racing Honda,1:20.193,1:19.780,1:19.795,17
6,4,Lando NorrisNOR,McLaren Renault,1:20.344,1:19.962,1:19.820,18
7,3,Daniel RicciardoRIC,Renault,1:20.548,1:20.031,1:19.864,16
8,18,Lance StrollSTR,Racing Point BWT Mercedes,1:20.400,1:19.924,1:20.049,19
9,23,Alexander AlbonALB,Red Bull Racing Honda,1:21.104,1:20.064,1:20.090,19
10,10,Pierre GaslyGAS,AlphaTauri Honda,1:20.145,1:19.909,1:20.177,20
11,26,Daniil KvyatKVY,AlphaTauri Honda,1:20.307,1:20.169,,14
12,31,Esteban OconOCO,Renault,1:20.747,1:20.234,,12
13,16,Charles LeclercLEC,Ferrari,1:20.443,1:20.273,,15
14,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:21.010,1:20.926,,14
15,20,Kevin MagnussenMAG,Haas Ferrari,1:20.869,1:21.573,,14
16,8,Romain GrosjeanGRO,Haas Ferrari,1:21.139,,,8
17,5,Sebastian VettelVET,Ferrari,1:21.151,,,5
18,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:21.206,,,9
19,63,George RussellRUS,Williams Mercedes,1:21.587,,,7
20,6,Nicholas LatifiLAT,Williams Mercedes,1:21.717,,,8
