Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:16.872,1:16.013,1:15.584,15
2,77,Valtteri BottasBOT,Mercedes,1:17.243,1:16.152,1:15.643,15
3,33,Max VerstappenVER,Red Bull Racing Honda,1:17.213,1:16.518,1:16.292,15
4,11,Sergio PerezPER,Racing Point BWT Mercedes,1:17.117,1:16.936,1:16.482,15
5,18,Lance StrollSTR,Racing Point BWT Mercedes,1:17.316,1:16.666,1:16.589,15
6,23,Alexander AlbonALB,Red Bull Racing Honda,1:17.419,1:17.163,1:17.029,18
7,55,Carlos SainzSAI,McLaren Renault,1:17.438,1:16.876,1:17.044,17
8,4,Lando NorrisNOR,McLaren Renault,1:17.577,1:17.166,1:17.084,18
9,16,Charles LeclercLEC,Ferrari,1:17.256,1:16.953,1:17.087,18
10,10,Pierre GaslyGAS,AlphaTauri Honda,1:17.356,1:16.800,1:17.136,18
11,5,Sebastian VettelVET,Ferrari,1:17.573,1:17.168,,12
12,26,Daniil KvyatKVY,AlphaTauri Honda,1:17.676,1:17.192,,12
13,3,Daniel RicciardoRIC,Renault,1:17.667,1:17.198,,12
14,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:17.797,1:17.386,,12
15,31,Esteban OconOCO,Renault,1:17.765,1:17.567,,12
16,20,Kevin MagnussenMAG,Haas Ferrari,1:17.908,,,6
17,8,Romain GrosjeanGRO,Haas Ferrari,1:18.089,,,6
18,63,George RussellRUS,Williams Mercedes,1:18.099,,,9
19,6,Nicholas LatifiLAT,Williams Mercedes,1:18.532,,,9
20,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:18.697,,,6
