Pos,No,Driver,Car,Time
1,1,Ayrton SennaSEN,McLaren Honda,1:50.867
2,2,Alain ProstPRO,McLaren Honda,1:51.463
3,28,Gerhard BergerBER,Ferrari,1:52.391
4,5,Thierry BoutsenBOU,Williams Renault,1:52.786
5,6,Riccardo PatresePAT,Williams Renault,1:52.875
6,27,Nigel MansellMAN,Ferrari,1:52.898
7,19,Alessandro NanniniNAN,Benetton Ford,1:55.075
8,8,Stefano ModenaMOD,Brabham Judd,1:55.642
9,15,Mauricio GugelminGUG,March Judd,1:55.729
10,9,Derek WarwickWAR,Arrows Ford,1:55.864
11,30,Philippe AlliotALL,Lola Lamborghini,1:55.890
12,21,Alex CaffiCAF,Dallara Ford,1:55.892
13,20,Emanuele PirroPIR,Benetton Ford,1:55.902
14,23,Pierluigi MartiniMAR,Minardi Ford,1:56.115
15,36,Stefan JohanssonJOH,Onyx Ford,1:56.129
16,4,Johnny HerbertHER,Tyrrell Ford,1:56.248
17,25,Rene ArnouxARN,Ligier Ford,1:56.251
18,22,Andrea de CesarisDEC,Dallara Ford,1:56.257
19,16,Ivan CapelliCAP,March Judd,1:56.291
20,7,Martin BrundleBRU,Brabham Judd,1:56.327
21,3,Jonathan  PalmerPAL,Tyrrell Ford,1:56.600
22,29,Michele AlboretoALB,Lola Lamborghini,1:56.616
23,37,Bertrand GachotGAC,Onyx Ford,1:56.716
24,10,Eddie  CheeverCHE,Arrows Ford,1:56.748
25,24,Luis Perez-SalaPER,Minardi Ford,1:56.957
26,26,Olivier GrouillardGRO,Ligier Ford,1:57.027
