Pos,No,Driver,Car,Time
1,1,Ayrton SennaSEN,McLaren Honda,1:17.876
2,2,Alain ProstPRO,McLaren Honda,1:18.773
3,27,Nigel MansellMAN,Ferrari,1:19.137
4,16,Ivan CapelliCAP,March Judd,1:19.337
5,6,Riccardo PatresePAT,Williams Renault,1:19.656
6,28,Gerhard BergerBER,Ferrari,1:19.835
7,4,Michele AlboretoALB,Tyrrell Ford,1:20.066
8,5,Thierry BoutsenBOU,Williams Renault,1:20.234
9,8,Stefano ModenaMOD,Brabham Judd,1:20.505
10,9,Derek WarwickWAR,Arrows Ford,1:20.601
11,26,Olivier GrouillardGRO,Ligier Ford,1:20.859
12,22,Andrea de CesarisDEC,Dallara Ford,1:20.873
13,19,Alessandro NanniniNAN,Benetton Ford,1:20.888
14,3,Jonathan  PalmerPAL,Tyrrell Ford,1:20.888
15,12,Satoru NakajimaNAK,Lotus Judd,1:20.943
16,30,Philippe AlliotALL,Lola Lamborghini,1:21.031
17,40,Gabriele TarquiniTAR,AGS Ford,1:21.031
18,20,Johnny HerbertHER,Benetton Ford,1:21.105
19,21,Alex CaffiCAF,Dallara Ford,1:21.139
20,7,Martin BrundleBRU,Brabham Judd,1:21.217
21,36,Stefan JohanssonJOH,Onyx Ford,1:21.358
22,23,Pierluigi MartiniMAR,Minardi Ford,1:21.471
23,38,Christian DannerDAN,Rial Ford,1:21.696
24,10,Eddie  CheeverCHE,Arrows Ford,1:21.716
25,25,Rene ArnouxARN,Ligier Ford,1:21.830
26,11,Nelson PiquetPIQ,Lotus Judd,1:21.831
