Pos,No,Driver,Car,Time,Gap,Laps
1,6,Kimi RäikkönenRAI,McLaren Mercedes,1:19.315,,5
2,9,Jenson ButtonBUT,BAR Honda,1:19.468,+0.153s,6
3,1,Michael SchumacherMSC,Ferrari,1:19.571,+0.256s,11
4,2,Rubens BarrichelloBAR,Ferrari,1:19.585,+0.270s,8
5,3,Juan Pablo MontoyaMOY,Williams BMW,1:19.699,+0.384s,10
6,7,Jarno TrulliTRU,Renault,1:19.966,+0.651s,5
7,5,David CoulthardCOU,McLaren Mercedes,1:19.979,+0.664s,5
8,10,Takuma SatoSAT,BAR Honda,1:20.177,+0.862s,6
9,8,Fernando AlonsoALO,Renault,1:20.482,+1.167s,13
10,4,Marc GeneGEN,Williams BMW,1:20.552,+1.237s,13
11,12,Felipe MassaMAS,Sauber Petronas,1:20.685,+1.370s,6
12,11,Giancarlo FisichellaFIS,Sauber Petronas,1:20.759,+1.444s,9
13,16,Cristiano da MattaDAM,Toyota,1:21.017,+1.702s,11
14,14,Mark WebberWEB,Jaguar Cosworth,1:21.295,+1.980s,5
15,17,Olivier PanisPAN,Toyota,1:21.416,+2.101s,15
16,15,Christian KlienKLI,Jaguar Cosworth,1:21.706,+2.391s,6
17,19,Giorgio PantanoPAN,Jordan Ford,1:21.984,+2.669s,11
18,18,Nick HeidfeldHEI,Jordan Ford,1:22.503,+3.188s,12
