Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:14.944,,12
2,5,David CoulthardCOU,McLaren Mercedes,1:15.402,+0.458s,11
3,7,Jarno TrulliTRU,Renault,1:15.423,+0.479s,11
4,8,Fernando AlonsoALO,Renault,1:15.434,+0.490s,15
5,17,Olivier PanisPAN,Toyota,1:15.478,+0.534s,14
6,2,Rubens BarrichelloBAR,Ferrari,1:15.500,+0.556s,14
7,3,Juan Pablo MontoyaMOY,Williams BMW,1:15.529,+0.585s,16
8,14,Mark WebberWEB,Jaguar Cosworth,1:15.907,+0.963s,8
9,11,Giancarlo FisichellaFIS,Sauber Petronas,1:15.910,+0.966s,11
10,9,Jenson ButtonBUT,BAR Honda,1:16.304,+1.360s,15
11,16,Cristiano da MattaDAM,Toyota,1:16.384,+1.440s,17
12,10,Takuma SatoSAT,BAR Honda,1:16.569,+1.625s,16
13,4,Marc GeneGEN,Williams BMW,1:16.608,+1.664s,18
14,12,Felipe MassaMAS,Sauber Petronas,1:16.619,+1.675s,14
15,15,Christian KlienKLI,Jaguar Cosworth,1:16.669,+1.725s,27
16,20,Gianmaria BruniBRU,Minardi Cosworth,1:17.174,+2.230s,15
17,19,Giorgio PantanoPAN,Jordan Ford,1:17.399,+2.455s,19
18,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:17.731,+2.787s,14
19,18,Nick HeidfeldHEI,Jordan Ford,1:17.846,+2.902s,16
20,6,Kimi RäikkönenRAI,McLaren Mercedes,,,1
