Pos,No,Driver,Car,Time,Gap,Laps
1,2,Rubens BarrichelloBAR,Ferrari,1:10.911,,9
2,9,Jenson ButtonBUT,BAR Honda,1:11.071,+0.160s,9
3,1,Michael SchumacherMSC,Ferrari,1:11.207,+0.296s,8
4,8,Fernando AlonsoALO,Renault,1:11.509,+0.598s,12
5,4,Ralf SchumacherRSC,Williams BMW,1:11.671,+0.760s,14
6,7,Jarno TrulliTRU,Renault,1:11.723,+0.812s,11
7,10,Takuma SatoSAT,BAR Honda,1:11.989,+1.078s,14
8,16,Cristiano da MattaDAM,Toyota,1:12.001,+1.090s,12
9,6,Kimi RäikkönenRAI,McLaren Mercedes,1:12.015,+1.104s,7
10,14,Mark WebberWEB,Jaguar Cosworth,1:12.128,+1.217s,6
11,15,Christian KlienKLI,Jaguar Cosworth,1:12.147,+1.236s,6
12,3,Juan Pablo MontoyaMOY,Williams BMW,1:12.240,+1.329s,8
13,11,Giancarlo FisichellaFIS,Sauber Petronas,1:12.405,+1.494s,10
14,17,Olivier PanisPAN,Toyota,1:12.451,+1.540s,14
15,5,David CoulthardCOU,McLaren Mercedes,1:12.584,+1.673s,11
16,12,Felipe MassaMAS,Sauber Petronas,1:12.911,+2.000s,13
17,20,Gianmaria BruniBRU,Minardi Cosworth,1:12.957,+2.046s,12
18,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:13.396,+2.485s,12
19,18,Nick HeidfeldHEI,Jordan Ford,1:13.454,+2.543s,11
20,19,Giorgio PantanoPAN,Jordan Ford,1:13.761,+2.850s,12
