Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:15.751,,9
2,2,Rubens BarrichelloBAR,Ferrari,1:15.770,+0.019s,9
3,14,Mark WebberWEB,Jaguar Cosworth,1:16.273,+0.522s,19
4,9,Jenson ButtonBUT,BAR Honda,1:16.358,+0.607s,14
5,7,Jarno TrulliTRU,Renault,1:16.374,+0.623s,8
6,8,Fernando AlonsoALO,Renault,1:16.386,+0.635s,10
7,6,Kimi RäikkönenRAI,McLaren Mercedes,1:16.400,+0.649s,15
8,10,Takuma SatoSAT,BAR Honda,1:16.540,+0.789s,15
9,3,Juan Pablo MontoyaMOY,Williams BMW,1:16.559,+0.808s,13
10,5,David CoulthardCOU,McLaren Mercedes,1:16.756,+1.005s,13
11,4,Ralf SchumacherRSC,Williams BMW,1:16.863,+1.112s,9
12,11,Giancarlo FisichellaFIS,Sauber Petronas,1:17.209,+1.458s,11
13,16,Cristiano da MattaDAM,Toyota,1:17.409,+1.658s,12
14,19,Giorgio PantanoPAN,Jordan Ford,1:18.117,+2.366s,13
15,17,Olivier PanisPAN,Toyota,1:18.299,+2.548s,11
16,15,Christian KlienKLI,Jaguar Cosworth,1:18.390,+2.639s,21
17,18,Nick HeidfeldHEI,Jordan Ford,1:19.221,+3.470s,12
18,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:23.963,+8.212s,6
19,20,Gianmaria BruniBRU,Minardi Cosworth,,,3
20,12,Felipe MassaMAS,Sauber Petronas,,,2
