Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Niki LaudaLAU,Ferrari,70,1:42:53.230,9
2,2,Clay RegazzoniREG,Ferrari,70,+3.460s,6
3,26,Jacques LaffiteLAF,Ligier Matra,70,+35.380s,4
4,3,Jody ScheckterSCH,Tyrrell Ford,70,+91.080s,3
5,19,Alan  JonesJON,Surtees Ford,69,+1 lap,2
6,12,Jochen MassMAS,McLaren Ford,69,+1 lap,1
7,28,John WatsonWAT,Penske Ford,69,+1 lap,0
8,37,Larry PerkinsPER,Boro Ford,69,+1 lap,0
9,17,Jean-Pierre JarierJAR,Shadow Ford,69,+1 lap,0
10,16,Tom PrycePRY,Shadow Ford,68,+2 laps,0
11,21,Michel LeclereLEC,Wolf-Williams,68,+2 laps,0
12,32,Loris KesselKES,Brabham Ford,63,+7 laps,0
NC,18,Brett LungerLUN,Surtees Ford,62,DNF,0
NC,8,Carlos PacePAC,Brabham Alfa Romeo,58,DNF,0
NC,22,Chris AmonAMO,Ensign Ford,51,DNF,0
NC,11,James HuntHUN,McLaren Ford,35,DNF,0
NC,34,Hans-Joachim StuckSTU,March Ford,33,DNF,0
NC,24,Harald ErtlERT,Hesketh Ford,31,DNF,0
NC,4,Patrick DepaillerDEP,Tyrrell Ford,29,DNF,0
NC,5,Mario AndrettiAND,Lotus Ford,28,DNF,0
NC,33,Patrick NeveNEV,Brabham Ford,24,DNF,0
NC,35,Arturo MerzarioMER,March Ford,21,DNF,0
NC,7,Carlos ReutemannREU,Brabham Alfa Romeo,17,DNF,0
NC,10,Ronnie PetersonPET,March Ford,16,DNF,0
NC,6,Gunnar NilssonNIL,Lotus Ford,7,DNF,0
NC,9,Vittorio BrambillaBRA,March Ford,6,DNF,0
