Pos,No,Driver,Car,Laps,Time/retired,Pts
1,11,James HuntHUN,McLaren Ford,75,1:44:52.090,9
2,2,Clay RegazzoniREG,Ferrari,75,+0.920s,6
3,5,Mario AndrettiAND,Lotus Ford,75,+2.090s,4
4,16,Tom PrycePRY,Shadow Ford,75,+6.940s,3
5,3,Jody ScheckterSCH,Tyrrell Ford,75,+22.460s,2
6,9,Vittorio BrambillaBRA,March Ford,75,+45.030s,1
7,4,Patrick DepaillerDEP,Tyrrell Ford,75,+56.280s,0
8,19,Alan  JonesJON,Surtees Ford,74,+1 lap,0
9,12,Jochen MassMAS,McLaren Ford,74,+1 lap,0
10,17,Jean-Pierre JarierJAR,Shadow Ford,74,+1 lap,0
11,38,Henri PescaroloPES,Surtees Ford,74,+1 lap,0
12,25,Rolf StommelenSTO,Hesketh Ford,72,+3 laps,0
NC,22,Jacky IckxICK,Ensign Ford,66,DNF,0
NC,39,Boy HayjeHAY,Penske Ford,63,DNF,0
NC,8,Carlos PacePAC,Brabham Alfa Romeo,53,DNF,0
NC,26,Jacques LaffiteLAF,Ligier Matra,53,DNF,0
NC,10,Ronnie PetersonPET,March Ford,52,DNF,0
NC,24,Harald ErtlERT,Hesketh Ford,49,DNF,0
NC,28,John WatsonWAT,Penske Ford,47,DNF,0
NC,37,Larry PerkinsPER,Boro Ford,44,DNF,0
NC,30,Emerson FittipaldiFIT,Fittipaldi Ford,40,DNF,0
NC,7,Carlos ReutemannREU,Brabham Alfa Romeo,11,DNF,0
NC,6,Gunnar NilssonNIL,Lotus Ford,10,DNF,0
NC,18,Conny AnderssonAND,Surtees Ford,9,DNF,0
NC,34,Hans-Joachim StuckSTU,March Ford,9,DNF,0
NC,20,Arturo MerzarioMER,Wolf-Williams,5,DNF,0
