Pos,No,Driver,Car,Laps,Time/retired,Pts
1,28,John WatsonWAT,Penske Ford,54,1:30:07.860,9
2,26,Jacques LaffiteLAF,Ligier Matra,54,+10.790s,6
3,6,Gunnar NilssonNIL,Lotus Ford,54,+11.980s,4
4,11,James HuntHUN,McLaren Ford,54,+12.440s,3
5,5,Mario AndrettiAND,Lotus Ford,54,+21.490s,2
6,10,Ronnie PetersonPET,March Ford,54,+34.340s,1
7,12,Jochen MassMAS,McLaren Ford,54,+59.450s,0
8,24,Harald ErtlERT,Hesketh Ford,53,+1 lap,0
9,38,Henri PescaroloPES,Surtees Ford,52,+2 laps,0
10,18,Brett LungerLUN,Surtees Ford,51,DNF,0
11,39,Alessandro Pesenti-RossiPES,Tyrrell Ford,51,+3 laps,0
12,33,Lella LombardiLOM,Brabham Ford,50,+4 laps,0
NC,22,Hans BinderBIN,Ensign Ford,47,DNF,0
NC,32,Loris KesselKES,Brabham Ford,44,+10 laps,0
NC,9,Vittorio BrambillaBRA,March Ford,43,DNF,0
NC,30,Emerson FittipaldiFIT,Fittipaldi Ford,43,DNF,0
NC,17,Jean-Pierre JarierJAR,Shadow Ford,40,DNF,0
NC,8,Carlos PacePAC,Brabham Alfa Romeo,40,DNF,0
NC,19,Alan  JonesJON,Surtees Ford,40,DNF,0
NC,34,Hans-Joachim StuckSTU,March Ford,26,DNF,0
NC,4,Patrick DepaillerDEP,Tyrrell Ford,24,DNF,0
NC,20,Arturo MerzarioMER,Wolf-Williams,17,DNF,0
NC,16,Tom PrycePRY,Shadow Ford,14,DNF,0
NC,3,Jody ScheckterSCH,Tyrrell Ford,14,DNF,0
NC,7,Carlos ReutemannREU,Brabham Alfa Romeo,0,DNF,0
