Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Niki LaudaLAU,Ferrari,40,1:45:16.780,9
2,4,Patrick DepaillerDEP,Tyrrell Ford,40,+21.470s,6
3,16,Tom PrycePRY,Shadow Ford,40,+23.840s,4
4,34,Hans-Joachim StuckSTU,March Ford,40,+88.170s,3
5,3,Jody ScheckterSCH,Tyrrell Ford,40,+116.460s,2
6,12,Jochen MassMAS,McLaren Ford,40,+118.270s,1
7,2,Clay RegazzoniREG,Ferrari,40,+135.240s,0
8,20,Jacky IckxICK,Wolf-Williams,39,+1 lap,0
9,21,Renzo ZorziZOR,Wolf-Williams,39,+1 lap,0
10,8,Carlos PacePAC,Brabham Alfa Romeo,39,+1 lap,0
11,31,Ingo HoffmanHOF,Fittipaldi Ford,39,+1 lap,0
12,7,Carlos ReutemannREU,Brabham Alfa Romeo,37,DNF,0
13,30,Emerson FittipaldiFIT,Fittipaldi Ford,37,+3 laps,0
14,10,Lella LombardiLOM,March Ford,36,+4 laps,0
NC,17,Jean-Pierre JarierJAR,Shadow Ford,33,DNF,0
NC,11,James HuntHUN,McLaren Ford,32,DNF,0
NC,9,Vittorio BrambillaBRA,March Ford,15,DNF,0
NC,26,Jacques LaffiteLAF,Ligier Matra,14,DNF,0
NC,5,Ronnie PetersonPET,Lotus Ford,10,DNF,0
NC,6,Mario AndrettiAND,Lotus Ford,6,DNF,0
NC,28,John WatsonWAT,Penske Ford,2,DNF,0
NC,14,Ian AshleyASH,BRM,2,DNF,0
