Pos,No,Driver,Car,Laps,Time/retired,Pts
1,11,James HuntHUN,McLaren Ford,54,1:40:58.600,9
2,4,Patrick DepaillerDEP,Tyrrell Ford,54,+12.700s,6
3,28,John WatsonWAT,Penske Ford,54,+23.550s,4
4,8,Carlos PacePAC,Brabham Alfa Romeo,54,+24.820s,3
5,5,Mario AndrettiAND,Lotus Ford,54,+43.920s,2
6,3,Jody ScheckterSCH,Tyrrell Ford,54,+55.070s,1
7,34,Hans-Joachim StuckSTU,March Ford,54,+81.550s,0
8,16,Tom PrycePRY,Shadow Ford,54,+90.670s,0
9,35,Arturo MerzarioMER,March Ford,54,+113.570s,0
10,20,Jacky IckxICK,Wolf-Williams,53,+1 lap,0
11,7,Carlos ReutemannREU,Brabham Alfa Romeo,53,+1 lap,0
12,17,Jean-Pierre JarierJAR,Shadow Ford,53,+1 lap,0
13,21,Michel LeclereLEC,Wolf-Williams,53,+1 lap,0
14,26,Jacques LaffiteLAF,Ligier Matra,53,+1 lap,0
15,12,Jochen MassMAS,McLaren Ford,53,+1 lap,0
16,18,Brett LungerLUN,Surtees Ford,53,+1 lap,0
17,25,Guy EdwardsEDW,Hesketh Ford,53,+1 lap,0
18,22,Patrick NeveNEV,Ensign Ford,53,+1 lap,0
19,10,Ronnie PetersonPET,March Ford,51,DNF,0
NC,19,Alan  JonesJON,Surtees Ford,44,DNF,0
NC,9,Vittorio BrambillaBRA,March Ford,28,DNF,0
NC,30,Emerson FittipaldiFIT,Fittipaldi Ford,21,DNF,0
NC,38,Henri PescaroloPES,Surtees Ford,19,DNF,0
NC,2,Clay RegazzoniREG,Ferrari,17,DNF,0
NC,1,Niki LaudaLAU,Ferrari,8,DNF,0
NC,6,Gunnar NilssonNIL,Lotus Ford,8,DNF,0
NC,24,Harald ErtlERT,Hesketh Ford,4,DNF,0
