Pos,No,Driver,Car,Laps,Time/retired,Pts
1,11,James HuntHUN,McLaren Ford,14,1:41:42.700,9
2,3,Jody ScheckterSCH,Tyrrell Ford,14,+27.700s,6
3,12,Jochen MassMAS,McLaren Ford,14,+52.400s,4
4,8,Carlos PacePAC,Brabham Alfa Romeo,14,+54.200s,3
5,6,Gunnar NilssonNIL,Lotus Ford,14,+117.300s,2
6,77,Rolf StommelenSTO,Brabham Alfa Romeo,14,+150.300s,1
7,28,John WatsonWAT,Penske Ford,14,+153.900s,0
8,16,Tom PrycePRY,Shadow Ford,14,+168.200s,0
9,2,Clay RegazzoniREG,Ferrari,14,+226.000s,0
10,19,Alan  JonesJON,Surtees Ford,14,+227.300s,0
11,17,Jean-Pierre JarierJAR,Shadow Ford,14,+291.700s,0
12,5,Mario AndrettiAND,Lotus Ford,14,+298.100s,0
13,30,Emerson FittipaldiFIT,Fittipaldi Ford,14,+325.200s,0
14,40,Alessandro Pesenti-RossiPES,Tyrrell Ford,13,+1 lap,0
15,25,Guy EdwardsEDW,Hesketh Ford,13,+1 lap,0
NC,20,Arturo MerzarioMER,Wolf-Williams,3,DNF,0
NC,9,Vittorio BrambillaBRA,March Ford,1,DNF,0
NC,4,Patrick DepaillerDEP,Tyrrell Ford,0,DNF,0
NC,7,Carlos ReutemannREU,Brabham Alfa Romeo,0,DNF,0
NC,10,Ronnie PetersonPET,March Ford,0,DNF,0
NC,34,Hans-Joachim StuckSTU,March Ford,0,DNF,0
NC,26,Jacques LaffiteLAF,Ligier Matra,0,DNF,0
NC,22,Chris AmonAMO,Ensign Ford,0,DNF,0
NC,1,Niki LaudaLAU,Ferrari,0,DNF,0
NC,18,Brett LungerLUN,Surtees Ford,0,DNF,0
NC,24,Harald ErtlERT,Hesketh Ford,0,DNF,0
