Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Mario AndrettiAND,Lotus Ford,73,1:43:58.860,9
2,4,Patrick DepaillerDEP,Tyrrell Ford,72,+1 lap,6
3,11,James HuntHUN,McLaren Ford,72,+1 lap,4
4,19,Alan  JonesJON,Surtees Ford,72,+1 lap,3
5,2,Clay RegazzoniREG,Ferrari,72,+1 lap,2
6,6,Gunnar NilssonNIL,Lotus Ford,72,+1 lap,1
7,26,Jacques LaffiteLAF,Ligier Matra,72,+1 lap,0
8,24,Harald ErtlERT,Hesketh Ford,72,+1 lap,0
9,18,Noritake TakaharaTAK,Surtees Ford,70,+3 laps,0
10,17,Jean-Pierre JarierJAR,Shadow Ford,69,+4 laps,0
11,51,Masahiro HasemiHAS,Kojima Ford,66,+7 laps,0
NC,3,Jody ScheckterSCH,Tyrrell Ford,58,DNF,0
NC,21,Hans BinderBIN,Wolf-Williams,49,DNF,0
NC,16,Tom PrycePRY,Shadow Ford,46,DNF,0
NC,9,Vittorio BrambillaBRA,March Ford,38,DNF,0
NC,34,Hans-Joachim StuckSTU,March Ford,37,DNF,0
NC,12,Jochen MassMAS,McLaren Ford,35,DNF,0
NC,28,John WatsonWAT,Penske Ford,33,DNF,0
NC,52,Kazuyoshi HoshinoHOS,Tyrrell Ford,27,DNF,0
NC,20,Arturo MerzarioMER,Wolf-Williams,23,DNF,0
NC,30,Emerson FittipaldiFIT,Fittipaldi Ford,9,DNF,0
NC,8,Carlos PacePAC,Brabham Alfa Romeo,7,DNF,0
NC,1,Niki LaudaLAU,Ferrari,2,DNF,0
NC,7,Larry PerkinsPER,Brabham Alfa Romeo,1,DNF,0
NC,10,Ronnie PetersonPET,March Ford,0,DNF,0
