Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:47.490,,25
2,14,Fernando AlonsoALO,Ferrari,1:47.623,+0.133s,28
3,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:47.790,+0.300s,28
4,7,Kimi RäikkönenRAI,Ferrari,1:48.031,+0.541s,29
5,1,Sebastian VettelVET,Red Bull Racing Renault,1:48.041,+0.551s,5
6,20,Kevin MagnussenMAG,McLaren Mercedes,1:48.358,+0.868s,33
7,22,Jenson ButtonBUT,McLaren Mercedes,1:48.435,+0.945s,30
8,11,Sergio PerezPER,Force India Mercedes,1:48.653,+1.163s,30
9,27,Nico HulkenbergHUL,Force India Mercedes,1:48.751,+1.261s,31
10,26,Daniil KvyatKVY,STR Renault,1:48.770,+1.280s,31
11,25,Jean-Eric VergneVER,STR Renault,1:48.800,+1.310s,33
12,8,Romain GrosjeanGRO,Lotus Renault,1:49.062,+1.572s,33
13,6,Nico RosbergROS,Mercedes,1:49.075,+1.585s,30
14,13,Pastor MaldonadoMAL,Lotus Renault,1:49.139,+1.649s,13
15,99,Adrian SutilSUT,Sauber Ferrari,1:49.170,+1.680s,34
16,21,Esteban Gutierrez GUT,Sauber Ferrari,1:49.290,+1.800s,37
17,19,Felipe MassaMAS,Williams Mercedes,1:49.361,+1.871s,29
18,77,Valtteri BottasBOT,Williams Mercedes,1:49.971,+2.481s,28
19,17,Jules BianchiBIA,Marussia Ferrari,1:50.612,+3.122s,24
20,4,Max ChiltonCHI,Marussia Ferrari,1:51.558,+4.068s,21
21,10,Kamui KobayashiKOB,Caterham Renault,1:52.075,+4.585s,33
22,9,Marcus EricssonERI,Caterham Renault,1:52.936,+5.446s,31
