Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:39.630,,27
2,20,Kevin MagnussenMAG,McLaren Mercedes,1:40.494,+0.864s,32
3,14,Fernando AlonsoALO,Ferrari,1:40.504,+0.874s,32
4,6,Nico RosbergROS,Mercedes,1:40.542,+0.912s,30
5,77,Valtteri BottasBOT,Williams Mercedes,1:40.573,+0.943s,33
6,22,Jenson ButtonBUT,McLaren Mercedes,1:40.718,+1.088s,32
7,19,Felipe MassaMAS,Williams Mercedes,1:40.731,+1.101s,30
8,26,Daniil KvyatKVY,STR Renault,1:41.108,+1.478s,32
9,1,Sebastian VettelVET,Red Bull Racing Renault,1:41.396,+1.766s,30
10,25,Jean-Eric VergneVER,STR Renault,1:41.531,+1.901s,33
11,7,Kimi RäikkönenRAI,Ferrari,1:41.630,+2.000s,24
12,27,Nico HulkenbergHUL,Force India Mercedes,1:41.677,+2.047s,27
13,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:42.061,+2.431s,25
14,11,Sergio PerezPER,Force India Mercedes,1:42.090,+2.460s,29
15,99,Adrian SutilSUT,Sauber Ferrari,1:42.233,+2.603s,31
16,8,Romain GrosjeanGRO,Lotus Renault,1:42.892,+3.262s,30
17,13,Pastor MaldonadoMAL,Lotus Renault,1:42.905,+3.275s,33
18,21,Esteban Gutierrez GUT,Sauber Ferrari,1:43.055,+3.425s,33
19,9,Marcus EricssonERI,Caterham Renault,1:44.135,+4.505s,22
20,4,Max ChiltonCHI,Marussia Ferrari,1:44.530,+4.900s,29
21,10,Kamui KobayashiKOB,Caterham Renault,1:44.952,+5.322s,27
