Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:39.085,,18
2,6,Nico RosbergROS,Mercedes,1:39.088,+0.003s,34
3,14,Fernando AlonsoALO,Ferrari,1:40.189,+1.104s,29
4,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:40.390,+1.305s,30
5,19,Felipe MassaMAS,Williams Mercedes,1:40.457,+1.372s,36
6,7,Kimi RäikkönenRAI,Ferrari,1:40.543,+1.458s,32
7,26,Daniil KvyatKVY,STR Renault,1:40.631,+1.546s,34
8,20,Kevin MagnussenMAG,McLaren Mercedes,1:40.641,+1.556s,38
9,22,Jenson ButtonBUT,McLaren Mercedes,1:40.698,+1.613s,36
10,27,Nico HulkenbergHUL,Force India Mercedes,1:40.800,+1.715s,25
11,77,Valtteri BottasBOT,Williams Mercedes,1:40.828,+1.743s,37
12,8,Romain GrosjeanGRO,Lotus Renault,1:41.054,+1.969s,31
13,25,Jean-Eric VergneVER,STR Renault,1:41.110,+2.025s,36
14,11,Sergio PerezPER,Force India Mercedes,1:41.123,+2.038s,35
15,13,Pastor MaldonadoMAL,Lotus Renault,1:41.158,+2.073s,37
16,99,Adrian SutilSUT,Sauber Ferrari,1:41.332,+2.247s,33
17,21,Esteban Gutierrez GUT,Sauber Ferrari,1:41.420,+2.335s,34
18,1,Sebastian VettelVET,Red Bull Racing Renault,1:43.980,+4.895s,19
