Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:09.542,,37
2,6,Nico RosbergROS,Mercedes,1:09.919,+0.377s,50
3,14,Fernando AlonsoALO,Ferrari,1:10.470,+0.928s,40
4,77,Valtteri BottasBOT,Williams Mercedes,1:10.519,+0.977s,44
5,19,Felipe MassaMAS,Williams Mercedes,1:10.521,+0.979s,39
6,1,Sebastian VettelVET,Red Bull Racing Renault,1:10.807,+1.265s,39
7,22,Jenson ButtonBUT,McLaren Mercedes,1:10.813,+1.271s,44
8,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:10.920,+1.378s,36
9,20,Kevin MagnussenMAG,McLaren Mercedes,1:10.936,+1.394s,45
10,25,Jean-Eric VergneVER,STR Renault,1:10.972,+1.430s,39
11,7,Kimi RäikkönenRAI,Ferrari,1:10.974,+1.432s,45
12,26,Daniil KvyatKVY,STR Renault,1:11.261,+1.719s,45
13,11,Sergio PerezPER,Force India Mercedes,1:11.296,+1.754s,36
14,21,Esteban Gutierrez GUT,Sauber Ferrari,1:11.491,+1.949s,42
15,13,Pastor MaldonadoMAL,Lotus Renault,1:11.765,+2.223s,30
16,99,Adrian SutilSUT,Sauber Ferrari,1:11.806,+2.264s,42
17,27,Nico HulkenbergHUL,Force India Mercedes,1:11.935,+2.393s,39
18,4,Max ChiltonCHI,Marussia Ferrari,1:12.229,+2.687s,43
19,8,Romain GrosjeanGRO,Lotus Renault,1:12.262,+2.720s,46
20,17,Jules BianchiBIA,Marussia Ferrari,1:12.279,+2.737s,36
21,10,Kamui KobayashiKOB,Caterham Renault,1:12.937,+3.395s,24
22,9,Marcus EricssonERI,Caterham Renault,1:13.596,+4.054s,48
