Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:29.625,,37
2,6,Nico RosbergROS,Mercedes,1:29.782,+0.157s,31
3,14,Fernando AlonsoALO,Ferrari,1:30.132,+0.507s,28
4,1,Sebastian VettelVET,Red Bull Racing Renault,1:30.381,+0.756s,41
5,22,Jenson ButtonBUT,McLaren Mercedes,1:30.510,+0.885s,33
6,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:30.538,+0.913s,38
7,7,Kimi RäikkönenRAI,Ferrari,1:30.898,+1.273s,32
8,77,Valtteri BottasBOT,Williams Mercedes,1:30.920,+1.295s,38
9,20,Kevin MagnussenMAG,McLaren Mercedes,1:31.031,+1.406s,34
10,27,Nico HulkenbergHUL,Force India Mercedes,1:31.054,+1.429s,33
11,25,Jean-Eric VergneVER,STR Renault,1:31.060,+1.435s,35
12,19,Felipe MassaMAS,Williams Mercedes,1:31.119,+1.494s,31
13,11,Sergio PerezPER,Force India Mercedes,1:31.283,+1.658s,36
14,99,Adrian SutilSUT,Sauber Ferrari,1:32.355,+2.730s,36
15,21,Esteban Gutierrez GUT,Sauber Ferrari,1:32.468,+2.843s,26
16,26,Daniil KvyatKVY,STR Renault,1:32.495,+2.870s,36
17,17,Jules BianchiBIA,Marussia Ferrari,1:33.486,+3.861s,29
18,8,Romain GrosjeanGRO,Lotus Renault,1:33.646,+4.021s,12
19,4,Max ChiltonCHI,Marussia Ferrari,1:34.757,+5.132s,29
20,9,Marcus EricssonERI,Caterham Renault,,,1
