Pos,No,Driver,Car,Laps,Time/retired,Pts
1,11,Jody ScheckterSCH,Ferrari,70,1:39:59.530,9
2,26,Jacques LaffiteLAF,Ligier Ford,70,+15.360s,6
3,3,Didier PironiPIR,Tyrrell Ford,70,+35.170s,4
4,2,Carlos ReutemannREU,Lotus Ford,70,+46.490s,3
5,29,Riccardo PatresePAT,Arrows Ford,70,+64.310s,2
6,7,John WatsonWAT,McLaren Ford,70,+65.850s,1
7,12,Gilles VilleneuveVIL,Ferrari,69,DNF,0
8,9,Hans-Joachim StuckSTU,ATS Ford,69,+1 lap,0
9,14,Emerson FittipaldiFIT,Fittipaldi Ford,68,+2 laps,0
10,17,Jan LammersLAM,Shadow Ford,68,+2 laps,0
11,4,Jean-Pierre JarierJAR,Tyrrell Ford,67,+3 laps,0
NC,25,Patrick DepaillerDEP,Ligier Ford,46,DNF,0
NC,20,James HuntHUN,Wolf Ford,40,DNF,0
NC,27,Alan  JonesJON,Williams Ford,39,DNF,0
NC,1,Mario AndrettiAND,Lotus Ford,27,DNF,0
NC,6,Nelson PiquetPIQ,Brabham Alfa Romeo,23,DNF,0
NC,5,Niki LaudaLAU,Brabham Alfa Romeo,23,DNF,0
NC,16,Rene ArnouxARN,Renault,22,DNF,0
NC,35,Bruno GiacomelliGIA,Alfa Romeo,21,DNF,0
NC,18,Elio de AngelisDEA,Shadow Ford,21,DNF,0
NC,30,Jochen MassMAS,Arrows Ford,17,DNF,0
NC,31,Hector RebaqueREB,Lotus Ford,13,DNF,0
NC,15,Jean-Pierre JabouilleJAB,Renault,13,DNF,0
NC,28,Clay RegazzoniREG,Williams Ford,1,DNF,0
