Pos,No,Driver,Car,Laps,Time/retired,Pts
1,26,Jacques LaffiteLAF,Ligier Ford,53,1:36:03.210,9
2,2,Carlos ReutemannREU,Lotus Ford,53,+14.940s,6
3,7,John WatsonWAT,McLaren Ford,53,+88.810s,4
4,25,Patrick DepaillerDEP,Ligier Ford,53,+101.720s,3
5,1,Mario AndrettiAND,Lotus Ford,52,+1 lap,2
6,14,Emerson FittipaldiFIT,Fittipaldi Ford,52,+1 lap,1
7,18,Elio de AngelisDEA,Shadow Ford,52,+1 lap,0
8,30,Jochen MassMAS,Arrows Ford,51,+2 laps,0
9,27,Alan  JonesJON,Williams Ford,51,+2 laps,0
10,28,Clay RegazzoniREG,Williams Ford,51,+2 laps,0
11,22,Derek DalyDAL,Ensign Ford,51,+2 laps,0
12,12,Gilles VilleneuveVIL,Ferrari,48,DNF,0
NC,31,Hector RebaqueREB,Lotus Ford,46,DNF,0
NC,17,Jan LammersLAM,Shadow Ford,42,DNF,0
NC,20,James HuntHUN,Wolf Ford,41,DNF,0
NC,4,Jean-Pierre JarierJAR,Tyrrell Ford,15,DNF,0
NC,15,Jean-Pierre JabouilleJAB,Renault,15,DNF,0
NC,5,Niki LaudaLAU,Brabham Alfa Romeo,8,DNF,0
NC,16,Rene ArnouxARN,Renault,6,DNF,0
NC,11,Jody ScheckterSCH,Ferrari,0,DNF,0
NC,3,Didier PironiPIR,Tyrrell Ford,0,DNF,0
NC,8,Patrick TambayTAM,McLaren Ford,0,DNF,0
NC,6,Nelson PiquetPIQ,Brabham Alfa Romeo,0,DNF,0
NC,24,Arturo MerzarioMER,Merzario Ford,0,DNF,0
