Pos,No,Driver,Car,Laps,Time/retired,Pts
1,26,Jacques LaffiteLAF,Ligier Ford,40,1:40:09.640,9
2,25,Patrick DepaillerDEP,Ligier Ford,40,+5.280s,6
3,2,Carlos ReutemannREU,Lotus Ford,40,+44.140s,4
4,3,Didier PironiPIR,Tyrrell Ford,40,+85.880s,3
5,12,Gilles VilleneuveVIL,Ferrari,39,+1 lap,2
6,11,Jody ScheckterSCH,Ferrari,39,+1 lap,1
7,30,Jochen MassMAS,Arrows Ford,39,+1 lap,0
8,7,John WatsonWAT,McLaren Ford,39,+1 lap,0
9,29,Riccardo PatresePAT,Arrows Ford,39,+1 lap,0
10,15,Jean-Pierre JabouilleJAB,Renault,39,+1 lap,0
11,14,Emerson FittipaldiFIT,Fittipaldi Ford,39,+1 lap,0
12,18,Elio de AngelisDEA,Shadow Ford,39,+1 lap,0
13,22,Derek DalyDAL,Ensign Ford,39,+1 lap,0
14,17,Jan LammersLAM,Shadow Ford,39,+1 lap,0
15,28,Clay RegazzoniREG,Williams Ford,38,+2 laps,0
NC,27,Alan  JonesJON,Williams Ford,33,DNF,0
NC,9,Hans-Joachim StuckSTU,ATS Ford,31,DNF,0
NC,16,Rene ArnouxARN,Renault,28,DNF,0
NC,8,Patrick TambayTAM,McLaren Ford,7,DNF,0
NC,20,James HuntHUN,Wolf Ford,7,DNF,0
NC,6,Nelson PiquetPIQ,Brabham Alfa Romeo,5,DNF,0
NC,5,Niki LaudaLAU,Brabham Alfa Romeo,5,DNF,0
NC,1,Mario AndrettiAND,Lotus Ford,2,DNF,0
NC,4,Jean-Pierre JarierJAR,Tyrrell Ford,0,DNF,0
