Pos,No,Driver,Car,Laps,Time/retired,Pts
1,27,Alan  JonesJON,Williams Ford,72,1:52:06.892,9
2,12,Gilles VilleneuveVIL,Ferrari,72,+1.080s,6
3,28,Clay RegazzoniREG,Williams Ford,72,+73.656s,4
4,11,Jody ScheckterSCH,Ferrari,71,+1 lap,3
5,3,Didier PironiPIR,Tyrrell Ford,71,+1 lap,2
6,7,John WatsonWAT,McLaren Ford,70,+2 laps,1
7,5,Ricardo ZuninoZUN,Brabham Ford,68,+4 laps,0
8,14,Emerson FittipaldiFIT,Fittipaldi Ford,67,+5 laps,0
9,17,Jan LammersLAM,Shadow Ford,67,+5 laps,0
10,1,Mario AndrettiAND,Lotus Ford,66,DNF,0
NC,6,Nelson PiquetPIQ,Brabham Ford,61,DNF,0
NC,36,Vittorio BrambillaBRA,Alfa Romeo,52,DNF,0
NC,25,Jacky IckxICK,Ligier Ford,47,DNF,0
NC,4,Jean-Pierre JarierJAR,Tyrrell Ford,33,DNF,0
NC,33,Derek DalyDAL,Tyrrell Ford,28,DNF,0
NC,31,Hector RebaqueREB,Rebaque Ford,26,DNF,0
NC,18,Elio de AngelisDEA,Shadow Ford,24,DNF,0
NC,15,Jean-Pierre JabouilleJAB,Renault,24,DNF,0
NC,2,Carlos ReutemannREU,Lotus Ford,23,DNF,0
NC,29,Riccardo PatresePAT,Arrows Ford,20,DNF,0
NC,8,Patrick TambayTAM,McLaren Ford,19,DNF,0
NC,16,Rene ArnouxARN,Renault,14,DNF,0
NC,9,Hans-Joachim StuckSTU,ATS Ford,14,DNF,0
NC,26,Jacques LaffiteLAF,Ligier Ford,10,DNF,0
