Pos,No,Driver,Car,Laps,Time/retired,Pts
1,25,Patrick DepaillerDEP,Ligier Ford,75,1:39:11.840,9
2,2,Carlos ReutemannREU,Lotus Ford,75,+20.940s,6
3,1,Mario AndrettiAND,Lotus Ford,75,+27.310s,4
4,11,Jody ScheckterSCH,Ferrari,75,+28.680s,3
5,4,Jean-Pierre JarierJAR,Tyrrell Ford,75,+30.390s,2
6,3,Didier PironiPIR,Tyrrell Ford,75,+48.430s,1
7,12,Gilles VilleneuveVIL,Ferrari,75,+52.310s,0
8,30,Jochen MassMAS,Arrows Ford,75,+74.840s,0
9,16,Rene ArnouxARN,Renault,74,+1 lap,0
10,29,Riccardo PatresePAT,Arrows Ford,74,+1 lap,0
11,14,Emerson FittipaldiFIT,Fittipaldi Ford,74,+1 lap,0
12,17,Jan LammersLAM,Shadow Ford,73,+2 laps,0
13,8,Patrick TambayTAM,McLaren Ford,72,+3 laps,0
14,9,Hans-Joachim StuckSTU,ATS Ford,69,+6 laps,0
NC,5,Niki LaudaLAU,Brabham Alfa Romeo,63,DNF,0
NC,31,Hector RebaqueREB,Lotus Ford,58,DNF,0
NC,27,Alan  JonesJON,Williams Ford,54,DNF,0
NC,18,Elio de AngelisDEA,Shadow Ford,52,DNF,0
NC,28,Clay RegazzoniREG,Williams Ford,32,DNF,0
NC,20,James HuntHUN,Wolf Ford,26,DNF,0
NC,7,John WatsonWAT,McLaren Ford,21,DNF,0
NC,15,Jean-Pierre JabouilleJAB,Renault,21,DNF,0
NC,26,Jacques LaffiteLAF,Ligier Ford,15,DNF,0
NC,6,Nelson PiquetPIQ,Brabham Alfa Romeo,15,DNF,0
