Pos,No,Driver,Car,Laps,Time/retired,Pts
1,27,Alan  JonesJON,Williams Ford,45,1:24:48.830,9
2,28,Clay RegazzoniREG,Williams Ford,45,+2.910s,6
3,26,Jacques LaffiteLAF,Ligier Ford,45,+18.390s,4
4,11,Jody ScheckterSCH,Ferrari,45,+31.200s,3
5,7,John WatsonWAT,McLaren Ford,45,+97.800s,2
6,30,Jochen MassMAS,Arrows Ford,44,+1 lap,1
7,4,Geoff LeesLEE,Tyrrell Ford,44,+1 lap,0
8,12,Gilles VilleneuveVIL,Ferrari,44,+1 lap,0
9,3,Didier PironiPIR,Tyrrell Ford,44,+1 lap,0
10,17,Jan LammersLAM,Shadow Ford,44,+1 lap,0
11,18,Elio de AngelisDEA,Shadow Ford,43,+2 laps,0
12,6,Nelson PiquetPIQ,Brabham Alfa Romeo,42,DNF,0
NC,29,Riccardo PatresePAT,Arrows Ford,34,DNF,0
NC,8,Patrick TambayTAM,McLaren Ford,30,DNF,0
NC,20,Keke RosbergROS,Wolf Ford,29,DNF,0
NC,5,Niki LaudaLAU,Brabham Alfa Romeo,27,DNF,0
NC,25,Jacky IckxICK,Ligier Ford,24,DNF,0
NC,31,Hector RebaqueREB,Lotus Ford,22,DNF,0
NC,1,Mario AndrettiAND,Lotus Ford,16,DNF,0
NC,16,Rene ArnouxARN,Renault,9,DNF,0
NC,15,Jean-Pierre JabouilleJAB,Renault,7,DNF,0
NC,14,Emerson FittipaldiFIT,Fittipaldi Ford,4,DNF,0
NC,2,Carlos ReutemannREU,Lotus Ford,1,DNF,0
NC,9,Hans-Joachim StuckSTU,ATS Ford,0,DNF,0
