Pos,No,Driver,Car,Laps,Time/retired,Pts
1,12,Gilles VilleneuveVIL,Ferrari,80,1:50:25.400,9
2,11,Jody ScheckterSCH,Ferrari,80,+29.380s,6
3,27,Alan  JonesJON,Williams Ford,80,+59.690s,4
4,1,Mario AndrettiAND,Lotus Ford,80,+64.330s,3
5,25,Patrick DepaillerDEP,Ligier Ford,80,+83.520s,2
6,4,Jean-Pierre JarierJAR,Tyrrell Ford,79,+1 lap,1
7,18,Elio de AngelisDEA,Shadow Ford,78,+2 laps,0
8,6,Nelson PiquetPIQ,Brabham Alfa Romeo,78,+2 laps,0
9,30,Jochen MassMAS,Arrows Ford,78,+2 laps,0
DQ,3,Didier PironiPIR,Tyrrell Ford,72,DSQ,0
NC,31,Hector RebaqueREB,Lotus Ford,71,DNF,0
NC,22,Derek DalyDAL,Ensign Ford,69,DNF,0
NC,7,John WatsonWAT,McLaren Ford,62,DNF,0
DQ,9,Hans-Joachim StuckSTU,ATS Ford,49,DSQ,0
NC,28,Clay RegazzoniREG,Williams Ford,48,DNF,0
NC,17,Jan LammersLAM,Shadow Ford,47,DNF,0
NC,29,Riccardo PatresePAT,Arrows Ford,40,DNF,0
NC,2,Carlos ReutemannREU,Lotus Ford,21,DNF,0
NC,14,Emerson FittipaldiFIT,Fittipaldi Ford,19,DNF,0
NC,24,Arturo MerzarioMER,Merzario Ford,13,DNF,0
NC,26,Jacques LaffiteLAF,Ligier Ford,8,DNF,0
NC,20,James HuntHUN,Wolf Ford,0,DNF,0
NC,5,Niki LaudaLAU,Brabham Alfa Romeo,0,DNF,0
NC,8,Patrick TambayTAM,McLaren Ford,0,DNF,0
