Pos,No,Driver,Car,Time
1,3,Michael SchumacherMSC,Ferrari,1:14.266
2,2,David CoulthardCOU,McLaren Mercedes,1:14.392
3,1,Mika HakkinenHAK,McLaren Mercedes,1:14.428
4,4,Rubens BarrichelloBAR,Ferrari,1:14.600
5,6,Jarno TrulliTRU,Jordan Mugen Honda,1:15.006
6,10,Jenson ButtonBUT,Williams BMW,1:15.017
7,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:15.067
8,22,Jacques VilleneuveVIL,BAR Honda,1:15.317
9,16,Pedro DinizDIN,Sauber Petronas,1:15.418
10,9,Ralf SchumacherRSC,Williams BMW,1:15.484
11,12,Alexander WurzWUR,Benetton Playlife,1:15.762
12,23,Ricardo ZontaZON,BAR Honda,1:15.784
13,19,Jos VerstappenVER,Arrows Supertec,1:15.808
14,17,Mika SaloSAL,Sauber Petronas,1:15.881
15,11,Giancarlo FisichellaFIS,Benetton Playlife,1:15.907
16,15,Nick HeidfeldHEI,Prost Peugeot,1:16.060
17,7,Eddie IrvineIRV,Jaguar Cosworth,1:16.098
18,18,Pedro de la RosaDLR,Arrows Supertec,1:16.143
19,8,Johnny HerbertHER,Jaguar Cosworth,1:16.225
20,14,Jean AlesiALE,Prost Peugeot,1:16.471
21,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:16.809
22,20,Marc GeneGEN,Minardi Fondmetal,1:17.161
