Pos,No,Driver,Car,Time
1,3,Michael SchumacherMSC,Ferrari,1:19.475
2,6,Jarno TrulliTRU,Jordan Mugen Honda,1:19.746
3,2,David CoulthardCOU,McLaren Mercedes,1:19.888
4,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:19.961
5,1,Mika HakkinenHAK,McLaren Mercedes,1:20.241
6,4,Rubens BarrichelloBAR,Ferrari,1:20.416
7,14,Jean AlesiALE,Prost Peugeot,1:20.494
8,11,Giancarlo FisichellaFIS,Benetton Playlife,1:20.703
9,9,Ralf SchumacherRSC,Williams BMW,1:20.742
10,7,Eddie IrvineIRV,Jaguar Cosworth,1:20.743
11,8,Johnny HerbertHER,Jaguar Cosworth,1:20.792
12,12,Alexander WurzWUR,Benetton Playlife,1:20.871
13,17,Mika SaloSAL,Sauber Petronas,1:21.561
14,10,Jenson ButtonBUT,Williams BMW,1:21.605
15,19,Jos VerstappenVER,Arrows Supertec,1:21.738
16,18,Pedro de la RosaDLR,Arrows Supertec,1:21.832
17,22,Jacques VilleneuveVIL,BAR Honda,1:21.848
18,15,Nick HeidfeldHEI,Prost Peugeot,1:22.017
19,16,Pedro DinizDIN,Sauber Petronas,1:22.136
20,23,Ricardo ZontaZON,BAR Honda,1:22.324
21,20,Marc GeneGEN,Minardi Fondmetal,1:23.721
22,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:23.794
