Pos,No,Driver,Car,Time
1,2,David CoulthardCOU,McLaren Mercedes,1:17.529
2,3,Michael SchumacherMSC,Ferrari,1:17.667
3,1,Mika HakkinenHAK,McLaren Mercedes,1:17.785
4,4,Rubens BarrichelloBAR,Ferrari,1:18.227
5,9,Ralf SchumacherRSC,Williams BMW,1:18.515
6,6,Jarno TrulliTRU,Jordan Mugen Honda,1:18.612
7,11,Giancarlo FisichellaFIS,Benetton Playlife,1:18.697
8,7,Eddie IrvineIRV,Jaguar Cosworth,1:18.703
9,22,Jacques VilleneuveVIL,BAR Honda,1:18.742
10,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:18.830
11,10,Jenson ButtonBUT,Williams BMW,1:18.887
12,18,Pedro de la RosaDLR,Arrows Supertec,1:19.024
13,19,Jos VerstappenVER,Arrows Supertec,1:19.190
14,12,Alexander WurzWUR,Benetton Playlife,1:19.378
15,16,Pedro DinizDIN,Sauber Petronas,1:19.422
16,8,Johnny HerbertHER,Jaguar Cosworth,1:19.638
17,14,Jean AlesiALE,Prost Peugeot,1:19.651
18,23,Ricardo ZontaZON,BAR Honda,1:19.766
19,17,Mika SaloSAL,Sauber Petronas,1:19.814
20,20,Marc GeneGEN,Minardi Fondmetal,1:20.162
21,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:21.015
