Pos,No,Driver,Car,Time
1,1,Mika HakkinenHAK,McLaren Mercedes,1:10.410
2,2,David CoulthardCOU,McLaren Mercedes,1:10.795
3,4,Rubens BarrichelloBAR,Ferrari,1:10.844
4,3,Michael SchumacherMSC,Ferrari,1:11.046
5,6,Jarno TrulliTRU,Jordan Mugen Honda,1:11.640
6,23,Ricardo ZontaZON,BAR Honda,1:11.647
7,22,Jacques VilleneuveVIL,BAR Honda,1:11.649
8,11,Giancarlo FisichellaFIS,Benetton Playlife,1:11.658
9,17,Mika SaloSAL,Sauber Petronas,1:11.761
10,19,Jos VerstappenVER,Arrows Supertec,1:11.905
11,16,Pedro DinizDIN,Sauber Petronas,1:11.931
12,18,Pedro de la RosaDLR,Arrows Supertec,1:11.978
13,15,Nick HeidfeldHEI,Prost Peugeot,1:12.037
14,12,Alexander WurzWUR,Benetton Playlife,1:12.038
15,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:12.043
16,8,Johnny HerbertHER,Jaguar Cosworth,1:12.238
17,14,Jean AlesiALE,Prost Peugeot,1:12.304
18,10,Jenson ButtonBUT,Williams BMW,1:12.337
19,9,Ralf SchumacherRSC,Williams BMW,1:12.347
20,20,Marc GeneGEN,Minardi Fondmetal,1:12.722
21,7,Luciano BurtiBUR,Jaguar Cosworth,1:12.822
22,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:13.419
