Pos,No,Driver,Car,Time
1,1,Mika HakkinenHAK,McLaren Mercedes,1:14.111
2,2,David CoulthardCOU,McLaren Mercedes,1:14.285
3,3,Michael SchumacherMSC,Ferrari,1:14.508
4,4,Rubens BarrichelloBAR,Ferrari,1:14.636
5,11,Giancarlo FisichellaFIS,Benetton Playlife,1:15.375
6,7,Eddie IrvineIRV,Jaguar Cosworth,1:15.425
7,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:15.455
8,23,Ricardo ZontaZON,BAR Honda,1:15.484
9,10,Jenson ButtonBUT,Williams BMW,1:15.490
10,22,Jacques VilleneuveVIL,BAR Honda,1:15.515
11,9,Ralf SchumacherRSC,Williams BMW,1:15.561
12,6,Jarno TrulliTRU,Jordan Mugen Honda,1:15.627
13,12,Alexander WurzWUR,Benetton Playlife,1:15.664
14,19,Jos VerstappenVER,Arrows Supertec,1:15.704
15,14,Jean AlesiALE,Prost Peugeot,1:15.715
16,18,Pedro de la RosaDLR,Arrows Supertec,1:16.002
17,8,Johnny HerbertHER,Jaguar Cosworth,1:16.250
18,20,Marc GeneGEN,Minardi Fondmetal,1:16.380
19,15,Nick HeidfeldHEI,Prost Peugeot,1:17.112
20,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:17.512
