Pos,No,Driver,Car,Time
1,3,Michael SchumacherMSC,Ferrari,1:17.514
2,2,David CoulthardCOU,McLaren Mercedes,1:17.886
3,1,Mika HakkinenHAK,McLaren Mercedes,1:17.922
4,9,Ralf SchumacherRSC,Williams BMW,1:18.321
5,4,Rubens BarrichelloBAR,Ferrari,1:18.330
6,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:18.523
7,11,Giancarlo FisichellaFIS,Benetton Playlife,1:18.607
8,10,Jenson ButtonBUT,Williams BMW,1:18.699
9,17,Mika SaloSAL,Sauber Petronas,1:18.748
10,7,Eddie IrvineIRV,Jaguar Cosworth,1:19.008
11,12,Alexander WurzWUR,Benetton Playlife,1:19.259
12,6,Jarno TrulliTRU,Jordan Mugen Honda,1:19.266
13,16,Pedro DinizDIN,Sauber Petronas,1:19.451
14,14,Jean AlesiALE,Prost Peugeot,1:19.626
15,18,Pedro de la RosaDLR,Arrows Supertec,1:19.897
16,22,Jacques VilleneuveVIL,BAR Honda,1:19.937
17,8,Johnny HerbertHER,Jaguar Cosworth,1:19.956
18,23,Ricardo ZontaZON,BAR Honda,1:20.272
19,15,Nick HeidfeldHEI,Prost Peugeot,1:20.481
20,19,Jos VerstappenVER,Arrows Supertec,1:20.609
21,20,Marc GeneGEN,Minardi Fondmetal,1:20.654
22,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:20.905
