Pos,No,Driver,Car,Time
1,3,Michael SchumacherMSC,Ferrari,1:15.632
2,2,David CoulthardCOU,McLaren Mercedes,1:15.734
3,4,Rubens BarrichelloBAR,Ferrari,1:16.047
4,1,Mika HakkinenHAK,McLaren Mercedes,1:16.050
5,9,Ralf SchumacherRSC,Williams BMW,1:16.291
6,7,Eddie IrvineIRV,Jaguar Cosworth,1:16.399
7,22,Jacques VilleneuveVIL,BAR Honda,1:16.653
8,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:16.658
9,6,Jarno TrulliTRU,Jordan Mugen Honda,1:16.669
10,10,Jenson ButtonBUT,Williams BMW,1:16.905
11,8,Johnny HerbertHER,Jaguar Cosworth,1:17.176
12,17,Mika SaloSAL,Sauber Petronas,1:17.223
13,18,Pedro de la RosaDLR,Arrows Supertec,1:17.279
14,11,Giancarlo FisichellaFIS,Benetton Playlife,1:17.317
15,16,Pedro DinizDIN,Sauber Petronas,1:17.361
16,15,Nick HeidfeldHEI,Prost Peugeot,1:17.374
17,12,Alexander WurzWUR,Benetton Playlife,1:17.408
18,14,Jean AlesiALE,Prost Peugeot,1:17.569
19,23,Ricardo ZontaZON,BAR Honda,1:17.668
20,19,Jos VerstappenVER,Arrows Supertec,1:17.933
21,20,Marc GeneGEN,Minardi Fondmetal,1:18.130
22,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:18.302
