Pos,No,Driver,Car,Time
1,1,Mika HakkinenHAK,McLaren Mercedes,1:24.714
2,3,Michael SchumacherMSC,Ferrari,1:24.805
3,2,David CoulthardCOU,McLaren Mercedes,1:25.014
4,4,Rubens BarrichelloBAR,Ferrari,1:25.242
5,9,Ralf SchumacherRSC,Williams BMW,1:25.871
6,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:25.892
7,7,Eddie IrvineIRV,Jaguar Cosworth,1:25.929
8,6,Jarno TrulliTRU,Jordan Mugen Honda,1:26.002
9,22,Jacques VilleneuveVIL,BAR Honda,1:26.124
10,16,Pedro DinizDIN,Sauber Petronas,1:26.238
11,12,Alexander WurzWUR,Benetton Playlife,1:26.281
12,17,Mika SaloSAL,Sauber Petronas,1:26.336
13,18,Pedro de la RosaDLR,Arrows Supertec,1:26.349
14,23,Ricardo ZontaZON,BAR Honda,1:26.814
15,14,Jean AlesiALE,Prost Peugeot,1:26.824
16,19,Jos VerstappenVER,Arrows Supertec,1:26.845
17,8,Johnny HerbertHER,Jaguar Cosworth,1:27.051
18,10,Jenson ButtonBUT,Williams BMW,1:27.135
19,11,Giancarlo FisichellaFIS,Benetton Playlife,1:27.253
20,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:28.231
21,20,Marc GeneGEN,Minardi Fondmetal,1:28.333
22,15,Nick HeidfeldHEI,Prost Peugeot,1:28.361
