Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Alan  JonesJON,Williams Ford,80,1:50:41.330,9
2,2,Carlos ReutemannREU,Williams Ford,80,+9.190s,6
3,5,Nelson PiquetPIQ,Brabham Ford,80,+34.920s,4
4,22,Mario AndrettiAND,Alfa Romeo,80,+49.310s,3
5,3,Eddie  CheeverCHE,Tyrrell Ford,80,+66.700s,2
6,33,Patrick TambayTAM,Theodore Ford,79,+1 lap,1
7,21,Chico SerraSER,Fittipaldi Ford,78,+2 laps,0
8,16,Rene ArnouxARN,Renault,77,+3 laps,0
NC,14,Marc SurerSUR,Ensign Ford,70,DNF,0
NC,28,Didier PironiPIR,Ferrari,67,DNF,0
NC,25,Jean-Pierre JarierJAR,Ligier Matra,64,DNF,0
NC,6,Hector RebaqueREB,Brabham Ford,49,DNF,0
NC,23,Bruno GiacomelliGIA,Alfa Romeo,41,DNF,0
NC,26,Jacques LaffiteLAF,Ligier Matra,41,DNF,0
NC,20,Keke RosbergROS,Fittipaldi Ford,41,DNF,0
NC,9,Jan LammersLAM,ATS Ford,41,DNF,0
NC,29,Riccardo PatresePAT,Arrows Ford,33,DNF,0
NC,32,Beppe GabbianiGAB,Osella Hart,26,DNF,0
NC,12,Nigel MansellMAN,Lotus Ford,25,DNF,0
NC,27,Gilles VilleneuveVIL,Ferrari,17,DNF,0
NC,7,John WatsonWAT,McLaren Ford,16,DNF,0
NC,11,Elio de AngelisDEA,Lotus Ford,13,DNF,0
NC,15,Alain ProstPRO,Renault,0,DNF,0
NC,8,Andrea de CesarisDEC,McLaren Ford,0,DNF,0
