Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Nelson PiquetPIQ,Brabham Ford,45,1:25:55.600,9
2,15,Alain ProstPRO,Renault,45,+11.520s,6
3,26,Jacques LaffiteLAF,Ligier Matra,45,+64.600s,4
4,6,Hector RebaqueREB,Brabham Ford,45,+99.690s,3
5,3,Eddie  CheeverCHE,Tyrrell Ford,45,+110.520s,2
6,7,John WatsonWAT,McLaren Ford,44,+1 lap,1
7,11,Elio de AngelisDEA,Lotus Ford,44,+1 lap,0
8,32,Jean-Pierre JarierJAR,Osella Hart,44,+1 lap,0
9,22,Mario AndrettiAND,Alfa Romeo,44,+1 lap,0
10,27,Gilles VilleneuveVIL,Ferrari,44,+1 lap,0
11,1,Alan  JonesJON,Williams Ford,44,+1 lap,0
12,30,Siegfried StohrSTO,Arrows Ford,44,+1 lap,0
13,16,Rene ArnouxARN,Renault,44,+1 lap,0
14,33,Marc SurerSUR,Theodore Ford,43,DNF,0
15,23,Bruno GiacomelliGIA,Alfa Romeo,43,+2 laps,0
NC,14,Eliseo SalazarSAL,Ensign Ford,39,+6 laps,0
NC,10,Slim BorguddBOR,ATS Ford,35,DNF,0
NC,2,Carlos ReutemannREU,Williams Ford,27,DNF,0
NC,29,Riccardo PatresePAT,Arrows Ford,27,DNF,0
NC,25,Patrick TambayTAM,Ligier Matra,27,DNF,0
NC,17,Derek DalyDAL,March Ford,15,DNF,0
NC,12,Nigel MansellMAN,Lotus Ford,12,DNF,0
NC,8,Andrea de CesarisDEC,McLaren Ford,4,DNF,0
NC,28,Didier PironiPIR,Ferrari,1,DNF,0
