Pos,No,Driver,Car,Laps,Time/retired,Pts
1,27,Gilles VilleneuveVIL,Ferrari,76,1:54:23.380,9
2,1,Alan  JonesJON,Williams Ford,76,+39.910s,6
3,26,Jacques LaffiteLAF,Ligier Matra,76,+89.240s,4
4,28,Didier PironiPIR,Ferrari,75,+1 lap,3
5,3,Eddie  CheeverCHE,Tyrrell Ford,74,+2 laps,2
6,14,Marc SurerSUR,Ensign Ford,74,+2 laps,1
7,33,Patrick TambayTAM,Theodore Ford,72,+4 laps,0
NC,5,Nelson PiquetPIQ,Brabham Ford,53,DNF,0
NC,7,John WatsonWAT,McLaren Ford,53,DNF,0
NC,4,Michele AlboretoALB,Tyrrell Ford,50,DNF,0
NC,23,Bruno GiacomelliGIA,Alfa Romeo,50,DNF,0
NC,15,Alain ProstPRO,Renault,45,DNF,0
NC,2,Carlos ReutemannREU,Williams Ford,34,DNF,0
NC,11,Elio de AngelisDEA,Lotus Ford,32,DNF,0
NC,16,Rene ArnouxARN,Renault,32,DNF,0
NC,29,Riccardo PatresePAT,Arrows Ford,29,DNF,0
NC,12,Nigel MansellMAN,Lotus Ford,16,DNF,0
NC,30,Siegfried StohrSTO,Arrows Ford,15,DNF,0
NC,8,Andrea de CesarisDEC,McLaren Ford,0,DNF,0
NC,22,Mario AndrettiAND,Alfa Romeo,0,DNF,0
