Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,Carlos ReutemannREU,Williams Ford,62,2:00:23.660,9
2,1,Alan  JonesJON,Williams Ford,62,+4.440s,6
3,29,Riccardo PatresePAT,Arrows Ford,62,+63.080s,4
4,14,Marc SurerSUR,Ensign Ford,62,+77.030s,3
5,11,Elio de AngelisDEA,Lotus Ford,62,+86.420s,2
6,26,Jacques LaffiteLAF,Ligier Matra,62,+86.830s,1
7,25,Jean-Pierre JarierJAR,Ligier Matra,62,+90.250s,0
8,7,John WatsonWAT,McLaren Ford,61,+1 lap,0
9,20,Keke RosbergROS,Fittipaldi Ford,61,+1 lap,0
10,33,Patrick TambayTAM,Theodore Ford,61,+1 lap,0
11,12,Nigel MansellMAN,Lotus Ford,61,+1 lap,0
12,5,Nelson PiquetPIQ,Brabham Ford,60,+2 laps,0
13,4,Ricardo ZuninoZUN,Tyrrell Ford,57,+5 laps,0
NC,3,Eddie  CheeverCHE,Tyrrell Ford,49,+13 laps,0
NC,23,Bruno GiacomelliGIA,Alfa Romeo,40,+22 laps,0
NC,27,Gilles VilleneuveVIL,Ferrari,25,DNF,0
NC,6,Hector RebaqueREB,Brabham Ford,22,DNF,0
NC,15,Alain ProstPRO,Renault,20,DNF,0
NC,30,Siegfried StohrSTO,Arrows Ford,20,DNF,0
NC,28,Didier PironiPIR,Ferrari,19,DNF,0
NC,8,Andrea de CesarisDEC,McLaren Ford,9,DNF,0
NC,21,Chico SerraSER,Fittipaldi Ford,0,DNF,0
NC,16,Rene ArnouxARN,Renault,0,DNF,0
NC,22,Mario AndrettiAND,Alfa Romeo,0,DNF,0
