Pos,No,Driver,Car,Laps,Time/retired,Pts
1,26,Jacques LaffiteLAF,Ligier Matra,63,2:01:25.205,9
2,7,John WatsonWAT,McLaren Ford,63,+6.233s,6
3,27,Gilles VilleneuveVIL,Ferrari,63,+110.275s,4
4,23,Bruno GiacomelliGIA,Alfa Romeo,62,+1 lap,3
5,5,Nelson PiquetPIQ,Brabham Ford,62,+1 lap,2
6,11,Elio de AngelisDEA,Lotus Ford,62,+1 lap,1
7,22,Mario AndrettiAND,Alfa Romeo,62,+1 lap,0
8,17,Derek DalyDAL,March Ford,61,+2 laps,0
9,33,Marc SurerSUR,Theodore Ford,61,+2 laps,0
10,2,Carlos ReutemannREU,Williams Ford,60,+3 laps,0
11,4,Michele AlboretoALB,Tyrrell Ford,59,+4 laps,0
12,3,Eddie  CheeverCHE,Tyrrell Ford,56,DNF,0
NC,8,Andrea de CesarisDEC,McLaren Ford,51,DNF,0
NC,15,Alain ProstPRO,Renault,48,DNF,0
NC,12,Nigel MansellMAN,Lotus Ford,45,DNF,0
NC,10,Slim BorguddBOR,ATS Ford,39,DNF,0
NC,6,Hector RebaqueREB,Brabham Ford,35,DNF,0
NC,32,Jean-Pierre JarierJAR,Osella Hart,26,DNF,0
NC,1,Alan  JonesJON,Williams Ford,24,DNF,0
NC,28,Didier PironiPIR,Ferrari,24,DNF,0
NC,14,Eliseo SalazarSAL,Ensign Ford,8,DNF,0
NC,25,Patrick TambayTAM,Ligier Matra,6,DNF,0
NC,29,Riccardo PatresePAT,Arrows Ford,6,DNF,0
NC,16,Rene ArnouxARN,Renault,0,DNF,0
