Pos,No,Driver,Car,Laps,Time/retired,Pts
1,15,Alain ProstPRO,Renault,52,1:26:33.897,9
2,1,Alan  JonesJON,Williams Ford,52,+22.175s,6
3,2,Carlos ReutemannREU,Williams Ford,52,+50.587s,4
4,11,Elio de AngelisDEA,Lotus Ford,52,+92.902s,3
5,28,Didier PironiPIR,Ferrari,52,+94.522s,2
6,5,Nelson PiquetPIQ,Brabham Ford,51,DNF,1
7,8,Andrea de CesarisDEC,McLaren Ford,51,DNF,0
8,23,Bruno GiacomelliGIA,Alfa Romeo,50,+2 laps,0
9,32,Jean-Pierre JarierJAR,Osella Hart,50,+2 laps,0
10,35,Brian HentonHEN,Toleman Hart,49,+3 laps,0
NC,22,Mario AndrettiAND,Alfa Romeo,41,DNF,0
NC,17,Derek DalyDAL,March Ford,37,DNF,0
NC,25,Patrick TambayTAM,Ligier Matra,22,DNF,0
NC,12,Nigel MansellMAN,Lotus Ford,21,DNF,0
NC,7,John WatsonWAT,McLaren Ford,19,DNF,0
NC,29,Riccardo PatresePAT,Arrows Ford,19,DNF,0
NC,4,Michele AlboretoALB,Tyrrell Ford,16,DNF,0
NC,14,Eliseo SalazarSAL,Ensign Ford,13,DNF,0
NC,16,Rene ArnouxARN,Renault,12,DNF,0
NC,26,Jacques LaffiteLAF,Ligier Matra,11,DNF,0
NC,3,Eddie  CheeverCHE,Tyrrell Ford,11,DNF,0
NC,10,Slim BorguddBOR,ATS Ford,10,DNF,0
NC,27,Gilles VilleneuveVIL,Ferrari,6,DNF,0
NC,6,Hector RebaqueREB,Brabham Ford,0,DNF,0
