Pos,No,Driver,Car,Laps,Time/retired,Pts
1,26,Jacques LaffiteLAF,Ligier Matra,53,1:27:36.470,9
2,16,Rene ArnouxARN,Renault,53,+5.170s,6
3,5,Nelson PiquetPIQ,Brabham Ford,53,+7.340s,4
4,1,Alan  JonesJON,Williams Ford,53,+12.040s,3
5,2,Carlos ReutemannREU,Williams Ford,53,+31.850s,2
6,7,John WatsonWAT,McLaren Ford,53,+91.140s,1
7,11,Elio de AngelisDEA,Lotus Ford,52,+1 lap,0
8,8,Andrea de CesarisDEC,McLaren Ford,52,+1 lap,0
9,28,Didier PironiPIR,Ferrari,52,+1 lap,0
10,32,Jean-Pierre JarierJAR,Osella Hart,51,+2 laps,0
11,17,Derek DalyDAL,March Ford,47,+6 laps,0
NC,22,Mario AndrettiAND,Alfa Romeo,46,DNF,0
NC,10,Slim BorguddBOR,ATS Ford,44,DNF,0
NC,29,Riccardo PatresePAT,Arrows Ford,43,DNF,0
NC,14,Eliseo SalazarSAL,Ensign Ford,43,DNF,0
NC,4,Michele AlboretoALB,Tyrrell Ford,40,DNF,0
NC,23,Bruno GiacomelliGIA,Alfa Romeo,35,DNF,0
NC,6,Hector RebaqueREB,Brabham Ford,31,DNF,0
NC,30,Siegfried StohrSTO,Arrows Ford,27,DNF,0
NC,15,Alain ProstPRO,Renault,26,DNF,0
NC,25,Patrick TambayTAM,Ligier Matra,26,DNF,0
NC,12,Nigel MansellMAN,Lotus Ford,23,DNF,0
NC,27,Gilles VilleneuveVIL,Ferrari,11,DNF,0
NC,33,Marc SurerSUR,Theodore Ford,0,DNF,0
