Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:15.437,,18
2,44,Lewis HamiltonHAM,Mercedes,1:15.479,+0.042s,20
3,11,Sergio PerezPER,Racing Point BWT Mercedes,1:15.598,+0.161s,16
4,16,Charles LeclercLEC,Ferrari,1:15.781,+0.344s,19
5,18,Lance StrollSTR,Racing Point BWT Mercedes,1:16.033,+0.596s,15
6,33,Max VerstappenVER,Red Bull Racing Honda,1:16.084,+0.647s,18
7,4,Lando NorrisNOR,McLaren Renault,1:16.193,+0.756s,18
8,5,Sebastian VettelVET,Ferrari,1:16.351,+0.914s,18
9,10,Pierre GaslyGAS,AlphaTauri Honda,1:16.453,+1.016s,20
10,3,Daniel RicciardoRIC,Renault,1:16.508,+1.071s,14
11,55,Carlos SainzSAI,McLaren Renault,1:16.545,+1.108s,21
12,23,Alexander AlbonALB,Red Bull Racing Honda,1:16.582,+1.145s,19
13,31,Esteban OconOCO,Renault,1:16.706,+1.269s,20
14,63,George RussellRUS,Williams Mercedes,1:16.847,+1.410s,23
15,8,Romain GrosjeanGRO,Haas Ferrari,1:16.866,+1.429s,15
16,20,Kevin MagnussenMAG,Haas Ferrari,1:17.086,+1.649s,14
17,26,Daniil KvyatKVY,AlphaTauri Honda,1:17.292,+1.855s,15
18,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:17.496,+2.059s,20
19,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:17.527,+2.090s,25
20,6,Nicholas LatifiLAT,Williams Mercedes,1:17.650,+2.213s,17
