Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:33.279,,16
2,77,Valtteri BottasBOT,Mercedes,1:34.055,+0.776s,19
3,55,Carlos SainzSAI,McLaren Renault,1:34.096,+0.817s,17
4,31,Esteban OconOCO,Renault,1:34.239,+0.960s,13
5,11,Sergio PerezPER,Racing Point BWT Mercedes,1:34.252,+0.973s,14
6,33,Max VerstappenVER,Red Bull Racing Honda,1:34.306,+1.027s,11
7,5,Sebastian VettelVET,Ferrari,1:34.594,+1.315s,14
8,18,Lance StrollSTR,Racing Point BWT Mercedes,1:34.732,+1.453s,13
9,26,Daniil KvyatKVY,AlphaTauri Honda,1:34.768,+1.489s,14
10,3,Daniel RicciardoRIC,Renault,1:34.787,+1.508s,12
11,10,Pierre GaslyGAS,AlphaTauri Honda,1:34.792,+1.513s,12
12,16,Charles LeclercLEC,Ferrari,1:34.806,+1.527s,14
13,63,George RussellRUS,Williams Mercedes,1:34.979,+1.700s,16
14,8,Romain GrosjeanGRO,Haas Ferrari,1:35.257,+1.978s,14
15,6,Nicholas LatifiLAT,Williams Mercedes,1:35.292,+2.013s,14
16,20,Kevin MagnussenMAG,Haas Ferrari,1:35.451,+2.172s,14
17,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:35.590,+2.311s,15
18,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:35.599,+2.320s,15
19,23,Alexander AlbonALB,Red Bull Racing Honda,1:35.603,+2.324s,14
20,4,Lando NorrisNOR,McLaren Renault,1:35.981,+2.702s,17
