Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing Honda,1:48.485,,6
2,16,Charles LeclercLEC,Ferrari,1:49.430,+0.945s,9
3,23,Alexander AlbonALB,Red Bull Racing Honda,1:50.059,+1.574s,5
4,31,Esteban OconOCO,Renault,1:53.897,+5.412s,9
5,4,Lando NorrisNOR,McLaren Renault,1:53.995,+5.510s,7
6,5,Sebastian VettelVET,Ferrari,1:54.490,+6.005s,14
7,11,Sergio PerezPER,Racing Point BWT Mercedes,1:55.577,+7.092s,6
8,77,Valtteri BottasBOT,Mercedes,1:55.666,+7.181s,4
9,20,Kevin MagnussenMAG,Haas Ferrari,1:55.878,+7.393s,4
10,18,Lance StrollSTR,Racing Point BWT Mercedes,1:56.824,+8.339s,5
11,3,Daniel RicciardoRIC,Renault,1:58.475,+9.990s,6
12,55,Carlos SainzSAI,McLaren Renault,1:59.548,+11.063s,7
13,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,2:02.325,+13.840s,10
14,10,Pierre GaslyGAS,AlphaTauri Honda,2:02.473,+13.988s,7
15,8,Romain GrosjeanGRO,Haas Ferrari,2:04.748,+16.263s,5
16,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,2:06.351,+17.866s,13
17,26,Daniil KvyatKVY,AlphaTauri Honda,2:09.368,+20.883s,8
18,63,George RussellRUS,Williams Mercedes,,,1
19,6,Nicholas LatifiLAT,Williams Mercedes,,,1
20,44,Lewis HamiltonHAM,Mercedes,,,3
