Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:43.255,,9
2,31,Esteban OconOCO,Renault,1:43.485,+0.230s,9
3,4,Lando NorrisNOR,McLaren Renault,1:43.641,+0.386s,12
4,23,Alexander AlbonALB,Red Bull Racing Honda,1:43.731,+0.476s,13
5,77,Valtteri BottasBOT,Mercedes,1:43.813,+0.558s,9
6,33,Max VerstappenVER,Red Bull Racing Honda,1:43.896,+0.641s,10
7,3,Daniel RicciardoRIC,Renault,1:43.973,+0.718s,8
8,18,Lance StrollSTR,Racing Point BWT Mercedes,1:43.988,+0.733s,12
9,55,Carlos SainzSAI,McLaren Renault,1:44.006,+0.751s,13
10,11,Sergio PerezPER,Racing Point BWT Mercedes,1:44.180,+0.925s,12
11,10,Pierre GaslyGAS,AlphaTauri Honda,1:44.508,+1.253s,14
12,26,Daniil KvyatKVY,AlphaTauri Honda,1:44.543,+1.288s,14
13,6,Nicholas LatifiLAT,Williams Mercedes,1:44.771,+1.516s,11
14,20,Kevin MagnussenMAG,Haas Ferrari,1:44.841,+1.586s,10
15,8,Romain GrosjeanGRO,Haas Ferrari,1:44.844,+1.589s,16
16,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:44.932,+1.677s,11
17,16,Charles LeclercLEC,Ferrari,1:45.147,+1.892s,12
18,63,George RussellRUS,Williams Mercedes,1:45.157,+1.902s,11
19,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:45.190,+1.935s,13
20,5,Sebastian VettelVET,Ferrari,1:45.420,+2.165s,12
