Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:17.222,,12
2,77,Valtteri BottasBOT,Mercedes,1:17.373,+0.151s,13
3,33,Max VerstappenVER,Red Bull Racing Honda,1:17.737,+0.515s,10
4,55,Carlos SainzSAI,McLaren Renault,1:18.046,+0.824s,18
5,11,Sergio PerezPER,Racing Point BWT Mercedes,1:18.096,+0.874s,16
6,16,Charles LeclercLEC,Ferrari,1:18.193,+0.971s,15
7,10,Pierre GaslyGAS,AlphaTauri Honda,1:18.211,+0.989s,13
8,18,Lance StrollSTR,Racing Point BWT Mercedes,1:18.309,+1.087s,16
9,23,Alexander AlbonALB,Red Bull Racing Honda,1:18.371,+1.149s,13
10,3,Daniel RicciardoRIC,Renault,1:18.384,+1.162s,12
11,31,Esteban OconOCO,Renault,1:18.602,+1.380s,18
12,5,Sebastian VettelVET,Ferrari,1:18.707,+1.485s,15
13,8,Romain GrosjeanGRO,Haas Ferrari,1:18.710,+1.488s,14
14,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:18.721,+1.499s,11
15,4,Lando NorrisNOR,McLaren Renault,1:18.803,+1.581s,23
16,26,Daniil KvyatKVY,AlphaTauri Honda,1:18.852,+1.630s,15
17,20,Kevin MagnussenMAG,Haas Ferrari,1:18.940,+1.718s,15
18,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:19.175,+1.953s,13
19,63,George RussellRUS,Williams Mercedes,1:19.297,+2.075s,16
20,6,Nicholas LatifiLAT,Williams Mercedes,1:19.764,+2.542s,16
