Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing Honda,1:36.251,,16
2,23,Alexander AlbonALB,Red Bull Racing Honda,1:36.752,+0.501s,15
3,3,Daniel RicciardoRIC,Renault,1:36.877,+0.626s,12
4,31,Esteban OconOCO,Renault,1:36.899,+0.648s,15
5,4,Lando NorrisNOR,McLaren Renault,1:36.994,+0.743s,13
6,44,Lewis HamiltonHAM,Mercedes,1:37.012,+0.761s,16
7,18,Lance StrollSTR,Racing Point BWT Mercedes,1:37.030,+0.779s,16
8,55,Carlos SainzSAI,McLaren Renault,1:37.068,+0.817s,12
9,77,Valtteri BottasBOT,Mercedes,1:37.085,+0.834s,16
10,11,Sergio PerezPER,Racing Point BWT Mercedes,1:37.227,+0.976s,13
11,26,Daniil KvyatKVY,AlphaTauri Honda,1:37.266,+1.015s,17
12,16,Charles LeclercLEC,Ferrari,1:37.270,+1.019s,14
13,10,Pierre GaslyGAS,AlphaTauri Honda,1:37.371,+1.120s,18
14,5,Sebastian VettelVET,Ferrari,1:37.728,+1.477s,16
15,63,George RussellRUS,Williams Mercedes,1:37.886,+1.635s,16
16,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:37.900,+1.649s,16
17,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:38.269,+2.018s,16
18,20,Kevin MagnussenMAG,Haas Ferrari,1:38.457,+2.206s,14
19,6,Nicholas LatifiLAT,Williams Mercedes,1:38.765,+2.514s,17
20,51,Pietro FittipaldiFIT,Haas Ferrari,1:39.159,+2.908s,15
